
     COMPANY : J. BLACKWOOD & SON LIMITED      
     PUTAWAY LIST AT MONDAY, NOVEMBER 11, 2013 16:00     PAGE   1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Location                       | Stock ID | Quantity  | UOM| Confirm | Putaway   | Date & Time | Receipt  | Product
         From        |          To          |  # |          |           |    |         | Priority  |             | Number   |        
RECEIVE              | 89041003             |  1 | A4812742 |      1    | EA | _______ | Putaway   | 11/11 08:11 |          | 01484685  VALVE BALL 316SS BSPT 2PIECE 20MM       
RECEIVE              | 89041005             |  1 | A4812909 |      2    | EA | _______ | Putaway   | 11/11 09:51 | SM551019 | 09856641  VALVE BALL SCREWED T/PORT SS316 20MM    
RECEIVE              | 89060601             |  1 | A4813393 |    330    | EA | _______ | Putaway   | 11/11 15:53 | SM563413 | 05578605  BIT POWER 1/4"HEX PHILLIPS #2 49MM 41174
RECEIVE              | 89090704             |  1 | A4813110 |     35    | EA | _______ | Putaway   | 11/11 11:29 | SM562279 | 03103001  ELBOW MALLEABLE GALV F & F 90 DEG  50 NB
RECEIVE              | 89100103             |  1 | A4813372 |     90    | EA | _______ | Putaway   | 11/11 15:32 | SM564073 | 02832001  BOLT&NUT HEX HD CL4.6 GAL 20X240MM      
RECEIVE              | 89130302             |  1 | A4812969 |     16    | EA | _______ | Putaway   | 11/11 09:57 | SM555340 | 00337654  TARPAULIN POLY H/W GREEN/SILVER 20X24FT 
RECEIVE              | 90040401             |  1 | A4813068 |     20    | EA | _______ | Putaway   | 11/11 10:53 | SM563191 | 03192601  SOCKET STEEL STEAM HALF  50 NB          
RECEIVE              | 90050804             |  1 | A4812877 |     10    | EA | _______ | Putaway   | 11/11 09:40 | SM563639 | 03475895  LENS REPLACEMENT ULTRASONIC CL 9302-615F
RECEIVE              | 90060604             |  1 | A4812809 |      3    | EA | _______ | Putaway   | 11/11 09:02 | SM563569 | 01138243  SANITISER LEMON SUSTAINABLE LAND 5L     
     COMPANY : J. BLACKWOOD & SON LIMITED      
     PUTAWAY LIST AT MONDAY, NOVEMBER 11, 2013 16:00     PAGE  10
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Location                       | Stock ID | Quantity  | UOM| Confirm | Putaway   | Date & Time | Receipt  | Product
         From        |          To          |  # |          |           |    |         | Priority  |             | Number   |        
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
RECEIVE              | 90090401             |  1 | A4813104 |      2    | EA | _______ | Putaway   | 11/11 11:27 | SM561836 | 03627804  FLANGE PLATE STEEL BLANK DLD TBL E 100NB
RECEIVE              | 90090602             |  1 | A4812345 |    100    | EA | _______ | Putaway   | 08/11 11:35 | SM563759 | 07367607  WRENCH ADJUSTABLE CHROME 250MM JBS      
RECEIVE              | 90100602             |  1 | A4812795 |     60    | EA | _______ | Putaway   | 11/11 08:51 | SM563651 | 00665554  PLUG TOP PVC 3PIN 10A 250V 439STR TRANS 
RECEIVE              | 91030903             |  1 | A4812727 |      6    | EA | _______ | Putaway   | 11/11 08:04 | SM563577 | 03606285  SUNSCREEN 30+ BODYGUARD/INSECT REP 1LT  
RECEIVE              | 91030903             |  1 | A4812793 |      6    | EA | _______ | Putaway   | 11/11 08:47 | SM563577 | 03606285  SUNSCREEN 30+ BODYGUARD/INSECT REP 1LT  
RECEIVE              | 91050703             |  1 | A4813378 |    200    | EA | _______ | Putaway   | 11/11 15:32 | SM564073 | 06258319  WASHER FLAT STD NYLON 8X18.0X2.0MM      
RECEIVE              | 91051004             |  1 | A4813387 |      3    | PH | _______ | Putaway   | 11/11 15:47 | SM562856 | 08169255  BAG VACUUM 69042850 TO SUIT NT 65/2 (5) 
RECEIVE              | 91060701             |  1 | A4813321 |      1    | EA | _______ | Putaway   | 11/11 14:12 | SM564112 | 06443313  ADAPTOR JAW SET PIPE VICE SG DUC/IRON   
RECEIVE              | 91070905             |  1 | A4811970 |     50    | PH | _______ | Putaway   | 08/11 07:45 | SM563340 | 00741200  FILTER 3M DISC 2135/2091 P2/P3 2/PK     
RECEIVE              | 91080901             |  1 | A4812376 |      2    | EA | _______ | Putaway   | 08/11 11:46 | SM563758 | 01016931  KEY HEX BALL END JBS 6MM                
RECEIVE              | 91090602             |  1 | A4812819 |      3    | EA | _______ | Putaway   | 11/11 09:06 | SM562991 | 04525985  BLANKET FIRE 1.8M X 1.8M                
RECEIVE              | 92070902             |  1 | A4812949 |     11    | EA | _______ | Putaway   | 11/11 09:57 | SM554412 | 06756912  CLAMP H/D QUICK ACTION 300MM JBS        
RECEIVE              | 92070903             |  1 | A4812940 |     60    | EA | _______ | Putaway   | 11/11 09:57 | SM554412 | 04324705  VEST HIVIS D/N CHVV0010 YELLOW L 107    
RECEIVE              | 92080605             |  1 | A4813367 |      2    | EA | _______ | Putaway   | 11/11 15:31 | SM563167 | 06673509  TAP HSGT HAND TAPER  MET  8.0MM X 1.25MM
RECEIVE              | 92090804             |  1 | A4813094 |      3    | EA | _______ | Putaway   | 11/11 11:27 | SM561836 | 03098103  BEND MALLEABLE GALV M & F 90 DEG  50 NB 
RECEIVE              | 92100503             |  1 | A4812880 |     30    | BX | _______ | Putaway   | 11/11 09:40 | SM563639 | 06479965  EARPLUG X-FIT DISP CLASS 5 XF-UC (200)  
RECEIVE              | 93030204             |  1 | A4813311 |     20    | PH | _______ | Putaway   | 11/11 13:57 | SM562454 | 04791083  FILTER 3M CART 6035 P2/P3 2 PAIRS/PACK  
RECEIVE              | 93040602             |  1 | A4812654 |      2    | EA | _______ | Putaway   | 11/11 07:04 |          | 08315917  ADAPTOR S/TAP BRS 1/2"TAP 3/4"BSP NL-01B
RECEIVE              | 93050202             |  1 | A4813138 |     48    | EA | _______ | Putaway   | 11/11 11:51 | SM564023 | 04076794  TAPE MASKING G/PURP TESA 4307 72MM X 50M
RECEIVE              | 93050303             |  1 | A4812914 |     72    | EA | _______ | Putaway   | 11/11 09:52 | SM554057 | 05231009  LEAD EXT SET HEAVY DUTY 10A 10M YELLOW  
RECEIVE              | 93050801             |  1 | A4813398 |      2    | EA | _______ | Putaway   | 11/11 15:56 | SM563464 | 04697600  TURNBUCKLE STUB END H/DUTY BLK 24MM     
RECEIVE              | 93130904             |  1 | A4812886 |      2    | PR | _______ | Putaway   | 11/11 09:41 | SM553703 | 02159178  GLOVES CHR HEXARMOR 4030 OASIS 8/M      
RECEIVE              | 94010902             |  1 | A4811924 |      1    | EA | _______ | Putaway   | 08/11 05:40 |          | 00739168  EPOXY MORTAR PATCH EPIREZ MULTI II 3KG  
RECEIVE              | 94080101             |  1 | A4813076 |      3    | EA | _______ | Putaway   | 11/11 10:58 | SM561884 | 04933157  CURTAIN WELDING ARC SAFE 1.8X2.0M GREEN 
RECEIVE              | 94080101             |  1 | A4813083 |      9    | EA | _______ | Putaway   | 11/11 11:17 | SM561884 | 04933157  CURTAIN WELDING ARC SAFE 1.8X2.0M GREEN 
RECEIVE              | 94080101             |  1 | A4813084 |     21    | EA | _______ | Putaway   | 11/11 11:18 | SM563054 | 04933157  CURTAIN WELDING ARC SAFE 1.8X2.0M GREEN 
RECEIVE              | 94130301             |  1 | A4812878 |     50    | EA | _______ | Putaway   | 11/11 09:40 | SM563639 | 04105677  LENS REPLACEMENT ULTRASONIC SM 9302-616F
RECEIVE              | 95130301             |  1 | A4813088 |      3    | EA | _______ | Putaway   | 11/11 11:23 | SM563296 | 05976272  HYDRAULIC PULLER KIT JBS HPK-25P        
RECEIVE              | 95190101             |  1 | A4812826 |    100    | EA | _______ | Putaway   | 11/11 09:29 | SM563621 | 04214854  DISINFECTANT CLEANER SHIELD PINE 5LTR   
RECEIVE              | 95250201             |  1 | A4812894 |      2    | EA | _______ | Putaway   | 11/11 09:45 | SM554762 | 00966356  TROLLEY SHELF JBS 2TIER L725XW468XH945  
RECEIVE              | 95260101             |  1 | A4812861 |    100    | EA | _______ | Putaway   | 11/11 09:38 | SM563525 | 05225654  HARD HAT VENTED 620V WHITE              
RECEIVE              | 96080101             |  1 | A4812776 |    152    | EA | _______ | Putaway   | 11/11 08:35 | SM563034 | 00761974  CLEANER ALL PURPOSE SPRAY NIFTI 500ML   
RECEIVE              | 96120202             |  1 | A4812787 |      1    | EA | _______ | Putaway   | 11/11 08:40 | SM563672 | 00746419  FIRE EXTINGUISHER DRY POWDER B(E) 9KG   
RECEIVE              | 96400201             |  1 | A4813111 |     18    | EA | _______ | Putaway   | 11/11 11:29 | SM562279 | 03107405  FLANGE MALLEABLE GALV DRLD TABLE D  50NB
RECEIVE              | 97030202             |  1 | A4812876 |     40    | EA | _______ | Putaway   | 11/11 09:40 | SM563639 | 02901346  GOGGLES ULTRASONIC FIREMANS 9302-342    
RECEIVE              | 97400202             |  1 | A4812970 |     78    | EA | _______ | Putaway   | 11/11 09:57 | SM555340 | 00471043  LEAD EXT SET HEAVY DUTY 10A 25M YELLOW  
RECEIVE              | 97410101             |  1 | A4812828 |    120    | EA | _______ | Putaway   | 11/11 09:29 | SM563621 | 05851513  CLEANER TOILET JOHNSON GO GETTER 750ML  
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL LOCATIONS  469
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------