
     COMPANY : J. BLACKWOOD & SON LIMITED      
     PUTAWAY LIST AT MONDAY, NOVEMBER 11, 2013 16:00     PAGE   1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Location                       | Stock ID | Quantity  | UOM| Confirm | Putaway   | Date & Time | Receipt  | Product
         From        |          To          |  # |          |           |    |         | Priority  |             | Number   |        
RECEIVE              | 13103601             |  1 | A4813090 |     30    | EA | _______ | Putaway   | 11/11 11:25 | SM562890 | 01343177  SUNSCREEN 30+ MILK HAMILTON P/PACK 500ML
RECEIVE              | 13103601             |  1 | A4813141 |     36    | EA | _______ | Putaway   | 11/11 11:53 | SM563096 | 01343177  SUNSCREEN 30+ MILK HAMILTON P/PACK 500ML
RECEIVE              | 13114001             |  1 | A4813065 |      4    | EA | _______ | Putaway   | 11/11 10:53 | SM563191 | 03252004  NIPPLE HEX 3000LB H/P SCD NPT 20NB 3/4" 
RECEIVE              | 13114502             |  1 | A4813271 |     20    | EA | _______ | Putaway   | 11/11 13:44 | SM564078 | 00988132  INSERT TURNING CNMG 120404-MF2 TP3500   
RECEIVE              | 13122601             |  1 | A4812964 |     10    | EA | _______ | Putaway   | 11/11 09:57 | SM555340 | 03269301  NIPPLE 316 STAINLESS STL RED 1/4" X 1/8"
RECEIVE              | 13122801             |  1 | A4812769 |      1    | EA | _______ | Putaway   | 11/11 08:35 | SM563782 | 02932202  UNION SAE FLARE DBL BRASS #17 3/8"  TUBE
RECEIVE              | 13122801             |  1 | A4812807 |      1    | EA | _______ | Putaway   | 11/11 09:01 | SM563290 | 02932202  UNION SAE FLARE DBL BRASS #17 3/8"  TUBE
RECEIVE              | 13134403             |  1 | A4812770 |     47    | EA | _______ | Putaway   | 11/11 08:35 | SM563782 | 02957708  ELBOW M TO M SCD BRASS #48 1/4"X1/4" BSP
RECEIVE              | 13144906             |  1 | A4812768 |      2    | EA | _______ | Putaway   | 11/11 08:35 | SM563782 | 02914505  UNION SNGL SAE FLARE BRS #7 1/2"TX3/8BSP
RECEIVE              | 13155302             |  1 | A4812763 |     58    | EA | _______ | Putaway   | 11/11 08:24 | SM561606 | 02902300  CONNECTOR M BRASS #3 TUBEXBSP 1/8" X1/8"
RECEIVE              | 13201501             |  1 | A4813376 |    200    | EA | _______ | Putaway   | 11/11 15:32 | SM564073 | 02880202  BOLT&NUT CUP HD GAL METRIC 8X75MM       
RECEIVE              | 13230704             |  1 | A4813201 |      7    | PH | _______ | Putaway   | 11/11 13:07 | SM563729 | 01324857  BLADES SABRE SAW BOSCH S644D  (PKT 2)   
     COMPANY : J. BLACKWOOD & SON LIMITED      
     PUTAWAY LIST AT MONDAY, NOVEMBER 11, 2013 16:00     PAGE   4
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Location                       | Stock ID | Quantity  | UOM| Confirm | Putaway   | Date & Time | Receipt  | Product
         From        |          To          |  # |          |           |    |         | Priority  |             | Number   |        
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
RECEIVE              | 13512001             |  1 | A4813096 |     55    | EA | _______ | Putaway   | 11/11 11:27 | SM561836 | 03131808  ELBOW C/S BUTTWELD 90D S/RAD STD WT 1"  
RECEIVE              | 13514101             |  1 | A4812918 |      2    | EA | _______ | Putaway   | 11/11 09:52 |          | 03257708  NIPPLE 316 STAINLESS STL HEX BSP 1/2"   
RECEIVE              | 13522602             |  1 | A4813102 |     30    | EA | _______ | Putaway   | 11/11 11:27 | SM561836 | 03255205  BUSH 316 STAINLESS STL BSP 3/8"  X 1/4" 
RECEIVE              | 13534001             |  1 | A4812738 |      5    | EA | _______ | Putaway   | 11/11 08:09 |          | 03268506  PLUG HEX 316 STAINLESS STL SCD BSP 1/4" 
RECEIVE              | 13534002             |  1 | A4812920 |      1    | EA | _______ | Putaway   | 11/11 09:52 |          | 03268700  PLUG HEX 316 STAINLESS STL SCD BSP 1/2" 
RECEIVE              | 13562501             |  1 | A4812803 |      2    | PR | _______ | Putaway   | 11/11 09:01 | SM563290 | 00859868  GAITORS SUPERFABRIC HEXARMOR 9921 2XL   
RECEIVE              | 13564201             |  1 | A4813374 |    200    | EA | _______ | Putaway   | 11/11 15:32 | SM564073 | 02846408  SCREW SET HEX HD CL4.6 ZP 6X30MM        
RECEIVE              | 13564601             |  1 | A4813128 |      2    | EA | _______ | Putaway   | 11/11 11:29 | SM562588 | 03624108  BUSH STEEL HEX GALVANISED  50 X 25 NB   
RECEIVE              | 13572302             |  1 | A4812815 |     10    | EA | _______ | Putaway   | 11/11 09:03 | SM561871 | 03381035  PADLOCK BRASS CASE 48MM 334B45/148/5KD  
RECEIVE              | 13633301             |  1 | A4813054 |     13    | EA | _______ | Putaway   | 11/11 10:51 | SM563439 | 03218103  PIPE PIECE GAL STEEL 15NB X 100MM       
RECEIVE              | 13651101             |  1 | A4813113 |      2    | EA | _______ | Putaway   | 11/11 11:29 | SM562279 | 03135008  CAP C/STL BUTTWELD STD WEIGHT 80MM 3"   
RECEIVE              | 13654701             |  1 | A4813064 |     55    | EA | _______ | Putaway   | 11/11 10:53 | SM563191 | 03205103  ELBOW STEEL GALVANISED F & F  32 NB     
RECEIVE              | 13656101             |  1 | A4812885 |     56    | EA | _______ | Putaway   | 11/11 09:40 | SM563448 | 04361053  BOLT HEX HT GR5 ZP UNF 3/8X1 1/2        
RECEIVE              | 13661601             |  1 | A4812696 |      4    | EA | _______ | Putaway   | 11/11 07:48 | SM563685 | 00509006  PIN SPLIT COTTER ZP 10X100MM            
RECEIVE              | 13702701             |  1 | A4813260 |    900    | EA | _______ | Putaway   | 11/11 13:38 | SM563575 | 04711357  WALL-MATE NYLON P/BOARD NO SCREWS 6/7G  
RECEIVE              | 13702801             |  1 | A4813047 |     14    | EA | _______ | Putaway   | 11/11 10:51 | SM563439 | 03156304  UNION STEEL BLACK STEEL/BRONZE F&F  25NB
RECEIVE              | 13704401             |  1 | A4812919 |      2    | EA | _______ | Putaway   | 11/11 09:52 |          | 03268603  PLUG HEX 316 STAINLESS STL SCD BSP 3/8" 
RECEIVE              | 13732505             |  1 | A4813273 |     20    | EA | _______ | Putaway   | 11/11 13:44 | SM564078 | 09513912  INSERT TURNING TPMR 110304-F1 TM4000    
RECEIVE              | 14012101             |  1 | A4813030 |    145    | EA | _______ | Putaway   | 11/11 10:41 | SM562787 | 02456209  SCREW SKT BTN HD UNBRAKO UNC 1/4X1/2    
RECEIVE              | 14013401             |  1 | A4812775 |    303    | EA | _______ | Putaway   | 11/11 08:35 | SM563782 | 03310001  PLUG BRASS HEX HEAD BSPT #64 1/8" 6MM   
RECEIVE              | 14024704             |  1 | A4812658 |     10    | EA | _______ | Putaway   | 11/11 07:10 | SM563617 | 01939266  SPECS I-3 UVEX BLUE/GRY GRY SV HC/AF    
RECEIVE              | 14046401             |  1 | A4813041 |      9    | PH | _______ | Putaway   | 11/11 10:49 | SM563348 | 01132401  TIE CABLE 292X4.8MM CLR PLT3S-C PK100   
RECEIVE              | 14090801             |  1 | A4812788 |     13    | EA | _______ | Putaway   | 11/11 08:40 | SM563672 | 01112810  BLANKET FIRE 1000 X 1000MM + RD WALL BAG
RECEIVE              | 14122602             |  1 | A4812856 |     88    | EA | _______ | Putaway   | 11/11 09:35 | SM558492 | 08349103  KEY STEEL ZINC PL STEEL METRIC  7 X  8MM
RECEIVE              | 14141501             |  1 | A4812653 |      2    | EA | _______ | Putaway   | 11/11 07:04 |          | 04588913  ADAPTOR TAP NUT G901 12MM               
RECEIVE              | 14522401             |  1 | A4813310 |     12    | EA | _______ | Putaway   | 11/11 13:57 | SM563113 | 03445754  ANTI SEIZE H/DUTY LOCTITE 51606 510GM   
RECEIVE              | 14562701             |  1 | A4812802 |      2    | EA | _______ | Putaway   | 11/11 08:56 | SM563442 | 00833867  GAUGE ASCO G1/8 40MM 0-12 BAR 1/8" BSP  
RECEIVE              | 14571802             |  1 | A4812872 |    100    | EA | _______ | Putaway   | 11/11 09:39 | SM563640 | 04148960  TERMINAL FLAT BLADE RED FB1.25-3DG      
RECEIVE              | 14601502             |  1 | A4813255 |      2    | PH | _______ | Putaway   | 11/11 13:34 | SM562451 | 05809162  TAG APPLIANCE TEST NESCO SFTY WHTE (100)
RECEIVE              | 14636401             |  1 | A4813160 |     30    | EA | _______ | Putaway   | 11/11 12:43 | SM563379 | 00860701  HOLDER HARD HAT FLURO ORANGE            
RECEIVE              | 14674301             |  1 | A4813375 |    600    | EA | _______ | Putaway   | 11/11 15:32 | SM564073 | 02846806  SCREW SET HEX HD CL4.6 ZP 8X25MM        
RECEIVE              | 14703601             |  1 | A4812710 |     24    | EA | _______ | Putaway   | 11/11 07:55 | SM563122 | 06271613  TAPE P.T.F.E. YELLOW GAS SEAL 25MM X 12M
RECEIVE              | 15025402             |  1 | A4812864 |      1    | EA | _______ | Putaway   | 11/11 09:38 | SM559578 | 04282510  SOCKET IMPACT 1" SQUARE DRIVE HEX 70MM  
RECEIVE              | 15025402             |  1 | A4812867 |      1    | EA | _______ | Putaway   | 11/11 09:39 | SM560047 | 04282510  SOCKET IMPACT 1" SQUARE DRIVE HEX 70MM  
RECEIVE              | 15042401             |  1 | A4812689 |      4    | EA | _______ | Putaway   | 11/11 07:44 | SM563728 | 03848666  SCREWDRIVER 65.522 PHILLIPS NO.1 X 100MM
RECEIVE              | 15043302             |  1 | A4813235 |   1000    | EA | _______ | Putaway   | 11/11 13:17 | SM563736 | 02276706  NUT HEX STD SS316 UNC 3/8               
RECEIVE              | 15101301             |  1 | A4812697 |      1    | EA | _______ | Putaway   | 11/11 07:48 | SM563685 | 00338206  VALVE BALL 316SS BSPT 1PIECE 50MM       
RECEIVE              | 15102101             |  1 | A4812740 |      1    | EA | _______ | Putaway   | 11/11 08:10 |          | 00337809  VALVE BALL 316SS BSPT 1PIECE 20MM       
RECEIVE              | 15104801             |  1 | A4812890 |      2    | EA | _______ | Putaway   | 11/11 09:45 | SM554762 | 01153746  STRAINER Y TYPE SS316 800 SCREWED 32MM  
RECEIVE              | 15144101             |  1 | A4813356 |    200    | EA | _______ | Putaway   | 11/11 15:25 | SM563954 | 01801456  TERMINAL RING  6MM HOLE RED  RT1.25-6   
RECEIVE              | 15172301             |  1 | A4813045 |      2    | PH | _______ | Putaway   | 11/11 10:49 | SM563348 | 02404158  TIE CABLE 530X9MM BLK PLT6H-L0 (50)     
RECEIVE              | 15202902             |  1 | A4812907 |      1    | EA | _______ | Putaway   | 11/11 09:49 | SM549336 | 09856760  VALVE BALL SCREWED L/PORT SS316 25MM    
RECEIVE              | 15211301             |  1 | A4812706 |    140    | EA | _______ | Putaway   | 11/11 07:52 | SM563722 | 03752009  WASHER FLAT STL BRT 16X30X2.0MM         
RECEIVE              | 15214301             |  1 | A4812946 |      1    | EA | _______ | Putaway   | 11/11 09:57 | SM554412 | 09856743  VALVE BALL SCREWED L/PORT SS316 20MM    
RECEIVE              | 15236201             |  1 | A4812965 |      3    | EA | _______ | Putaway   | 11/11 09:57 | SM555340 | 04105014  TARPAULIN POLY H/W GREEN/SILVER 30X40FT 
RECEIVE              | 15535301             |  1 | A4813034 |      1    | EA | _______ | Putaway   | 11/11 10:44 | SM563773 | 09352607  VALVE CHECK BRZ PEGLER 49 SCD 15MM      
RECEIVE              | 15543501             |  1 | A4812903 |      2    | EA | _______ | Putaway   | 11/11 09:49 | SM547771 | 09856624  VALVE BALL SCREWED T/PORT SS316 15MM    
RECEIVE              | 15543501             |  1 | A4812904 |      3    | EA | _______ | Putaway   | 11/11 09:49 | SM549031 | 09856624  VALVE BALL SCREWED T/PORT SS316 15MM    
     COMPANY : J. BLACKWOOD & SON LIMITED      
     PUTAWAY LIST AT MONDAY, NOVEMBER 11, 2013 16:00     PAGE   5
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Location                       | Stock ID | Quantity  | UOM| Confirm | Putaway   | Date & Time | Receipt  | Product
         From        |          To          |  # |          |           |    |         | Priority  |             | Number   |        
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
RECEIVE              | 15563701             |  1 | A4809979 |     16    | EA | _______ | Putaway   | 05/11 09:30 | SM562920 | 00994984  KEY HEX T HDLE 2 WAY BALL END JBS 6.0 MM
RECEIVE              | 15573401             |  1 | A4812978 |      2    | EA | _______ | Putaway   | 11/11 09:58 | SM555054 | 01153304  VALVE GATE SS316 200 SCREWED 15MM       
RECEIVE              | 15573902             |  1 | A4813188 |      3    | EA | _______ | Putaway   | 11/11 13:00 | SM563739 | 00734604  LEVEL MAGNETIC 2V +HOLSTER 81SM/25 250MM
RECEIVE              | 15654901             |  1 | A4813331 |      1    | EA | _______ | Putaway   | 11/11 14:23 | SM563499 | 04110453  PIN SPLIT FIXIT KIT SS304 1.6-5MM CA1850
RECEIVE              | 15673502             |  1 | A4813277 |      9    | EA | _______ | Putaway   | 11/11 13:44 | SM563779 | 01002837  SOCKET ONE TOUCH NITTO 200-20SM 1/4"MALE
RECEIVE              | 15675001             |  1 | A4813107 |      1    | EA | _______ | Putaway   | 11/11 11:29 | SM562279 | 00613734  VALVE BALL BRASS JOHN FIG J360  8MM     
RECEIVE              | 16026002             |  1 | A4813241 |    100    | EA | _______ | Putaway   | 11/11 13:17 | SM563736 | 02276706  NUT HEX STD SS316 UNC 3/8               
RECEIVE              | 16032506             |  1 | A4813270 |      4    | EA | _______ | Putaway   | 11/11 13:44 | SM564078 | 00111537  INSERT MILLING SPMX 12T3AP-75 T25M      
RECEIVE              | 16222901             |  1 | A4813244 |      3    | EA | _______ | Putaway   | 11/11 13:22 | SM561812 | 01729054  TOOL DESOLDER SCOPE SR10                
RECEIVE              | 16512201             |  1 | A4813264 |     10    | EA | _______ | Putaway   | 11/11 13:40 | SM557881 | 02425431  SEALANT ADHESIVE RTV 3145 90ML CLEAR    
RECEIVE              | 16512201             |  1 | A4813383 |    132    | EA | _______ | Putaway   | 11/11 15:32 | SM564073 | 02828109  BOLT&NUT HEX HD CL4.6 GAL 16X180MM      
RECEIVE              | 16512201             |  1 | A4813385 |    527    | EA | _______ | Putaway   | 11/11 15:32 | SM564073 | 02894308  SCREW COACH HEX HD GAL 12X50MM          
RECEIVE              | 16512801             |  1 | A4813014 |    120    | EA | _______ | Putaway   | 11/11 10:17 | SM563715 | 00843999  MARKER PAINT ARTLINE 440 WHITE          
RECEIVE              | 16512801             |  1 | A4813069 |      4    | EA | _______ | Putaway   | 11/11 10:53 | SM563191 | 03205103  ELBOW STEEL GALVANISED F & F  32 NB     
RECEIVE              | 16512801             |  1 | A4812905 |      6    | EA | _______ | Putaway   | 11/11 09:49 | SM549031 | 09856624  VALVE BALL SCREWED T/PORT SS316 15MM    
RECEIVE              | 16534102             |  1 | A4813163 |     23    | EA | _______ | Putaway   | 11/11 12:47 | SM563750 | 04336766  RULE STEEL RUSTLESS TOLEDO 300M 300MM   
RECEIVE              | 16552504             |  1 | A4813314 |      4    | EA | _______ | Putaway   | 11/11 14:00 | SM563671 | 00889610  COUPLER NEEDLE POINT MCNAUGHT KZDXL     
RECEIVE              | 16722601             |  1 | A4812871 |      2    | PH | _______ | Putaway   | 11/11 09:39 | SM563640 | 01803358  TIE CABLE 365X7.8MM BLK CT365BK-HD PK100
RECEIVE              | 17025201             |  1 | A4812684 |     12    | RE | _______ | Putaway   | 11/11 07:41 | SM563707 | 00206686  TWINE SHOP COTTON MEDIUM 1950TEX 210M   
RECEIVE              | 17073102             |  1 | A4812953 |    600    | EA | _______ | Putaway   | 11/11 09:57 | SM563171 | 01890400  SCREW CAP SKT HD UNBRAKO 8X40MM         
RECEIVE              | 17073501             |  1 | A4812952 |    600    | EA | _______ | Putaway   | 11/11 09:57 | SM563171 | 01890206  SCREW CAP SKT HD UNBRAKO 8X30MM         
RECEIVE              | 17073901             |  1 | A4812951 |    600    | EA | _______ | Putaway   | 11/11 09:57 | SM563171 | 01890002  SCREW CAP SKT HD UNBRAKO 8X20MM         
RECEIVE              | 17074501             |  1 | A4812950 |    200    | EA | _______ | Putaway   | 11/11 09:57 | SM563171 | 01889301  SCREW CAP SKT HD UNBRAKO 6X90MM         
RECEIVE              | 17075302             |  1 | A4813007 |    400    | EA | _______ | Putaway   | 11/11 10:15 | SM563505 | 01888506  SCREW CAP SKT HD UNBRAKO 6X45MM         
RECEIVE              | 17081802             |  1 | A4813024 |    100    | EA | _______ | Putaway   | 11/11 10:41 | SM562787 | 01894804  SCREW CAP SKT HD UNBRAKO 12X70MM        
RECEIVE              | 17084202             |  1 | A4812955 |     50    | EA | _______ | Putaway   | 11/11 09:57 | SM563171 | 01893601  SCREW CAP SKT HD UNBRAKO 10X120MM       
RECEIVE              | 17086101             |  1 | A4813169 |     73    | EA | _______ | Putaway   | 11/11 12:52 | SM554762 | 04324246  VEST HIVIS DAY CHVV0005 YELLOW L 107    
RECEIVE              | 17112701             |  1 | A4812764 |    864    | EA | _______ | Putaway   | 11/11 08:25 | SM562962 | 01004673  BATTERY INDUSTRIAL PROCELL AA BULK      
RECEIVE              | 17121001             |  1 | A4813100 |     95    | EA | _______ | Putaway   | 11/11 11:27 | SM561836 | 03193707  SOCKET STEEL STEAM FULL  50 NB          
RECEIVE              | 17153801             |  1 | A4813032 |     42    | EA | _______ | Putaway   | 11/11 10:41 | SM562787 | 01862807  SCREW CAP SKT HD UNBRAKO UNC 1/2X6      
RECEIVE              | 17194301             |  1 | A4813373 |      9    | EA | _______ | Putaway   | 11/11 15:32 | SM564073 | 02834407  BOLT&NUT HEX HD CL4.6 GAL 24X120MM      
RECEIVE              | 17200701             |  1 | A4812716 |     24    | EA | _______ | Putaway   | 11/11 07:57 | SM563575 | 06525423  ADHESIVE INSTANT 40778 CONTROL GEL 3G   
RECEIVE              | 17234001             |  1 | A4813173 |     20    | EA | _______ | Putaway   | 11/11 12:53 | SM554412 | 06733945  VEST H/V D/N H BACK CHVV0030 YEL 2XL 117
RECEIVE              | 17234401             |  1 | A4812972 |     39    | EA | _______ | Putaway   | 11/11 09:57 | SM555340 | 06193277  VEST HIVIS D/N CHVV0010 YELLOW M 102    
RECEIVE              | 17524806             |  1 | A4813123 |     47    | EA | _______ | Putaway   | 11/11 11:29 | SM562588 | 03112607  PLUG MAL GALV SQUARE HEAD HOLLOW 20 NB  
RECEIVE              | 17543701             |  1 | A4812873 |     10    | EA | _______ | Putaway   | 11/11 09:39 | SM512655 | 06587307  BUR MR M41202 CB1A 1/8"X9/16"X1/8"      
RECEIVE              | 17552204             |  1 | A4812820 |      1    | EA | _______ | Putaway   | 11/11 09:06 | SM562991 | 05671706  DRILL HIGH SPEED TAPER SHNK 18.0MM X 2MT
RECEIVE              | 17594201             |  1 | A4812954 |    400    | EA | _______ | Putaway   | 11/11 09:57 | SM563171 | 01892204  SCREW CAP SKT HD UNBRAKO 10X30MM        
RECEIVE              | 17606201             |  1 | A4812726 |     12    | PR | _______ | Putaway   | 11/11 08:04 | SM563329 | 06772586  GLOVES DYNEEMA PU PALM EX CUFF 11-628 9 
RECEIVE              | 17611301             |  1 | A4813315 |      1    | EA | _______ | Putaway   | 11/11 14:00 | SM563671 | 01266610  GUN GREASE AIR PISTOL 450GM CART K53    
RECEIVE              | 17662702             |  1 | A4813392 |     10    | EA | _______ | Putaway   | 11/11 15:53 | SM563413 | 05020665  NUTSETTER MAGNETIC 3/8" HEX 64MM 41374  
RECEIVE              | 17703801             |  1 | A4813027 |    100    | EA | _______ | Putaway   | 11/11 10:41 | SM562787 | 01981005  WRENCH HEX STD SERIES 3/16              
RECEIVE              | 17714701             |  1 | A4813061 |    105    | EA | _______ | Putaway   | 11/11 10:53 | SM563191 | 03191204  PLUG STEEL STEAM HEXAGONAL  15 NB       
RECEIVE              | 17715601             |  1 | A4812971 |     57    | EA | _______ | Putaway   | 11/11 09:57 | SM555340 | 04324722  VEST HIVIS D/N CHVV0010 YELLOW S 97     
RECEIVE              | 17721301             |  1 | A4813174 |     19    | EA | _______ | Putaway   | 11/11 12:54 | SM555054 | 06734217  VEST H/V D/N TAIL H BACK CHVV0040 YE 107
RECEIVE              | 18045906             |  1 | A4813236 |    200    | EA | _______ | Putaway   | 11/11 13:17 | SM563736 | 02742166  SCREW SKT CAP HD SS316 METRIC 8X16MM    
RECEIVE              | 18081601             |  1 | A4812760 |      1    | EA | _______ | Putaway   | 11/11 08:20 | SM563781 | 03529601  ADAPTOR H/SHK ALUM CAMLOK 333E GP 25MM  
RECEIVE              | 18101602             |  1 | A4812761 |     15    | EA | _______ | Putaway   | 11/11 08:20 | SM563781 | 03620500  ADAPTOR M/BSP ALUM CAMLOK 333F GP 40MM  
     COMPANY : J. BLACKWOOD & SON LIMITED      
     PUTAWAY LIST AT MONDAY, NOVEMBER 11, 2013 16:00     PAGE   6
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Location                       | Stock ID | Quantity  | UOM| Confirm | Putaway   | Date & Time | Receipt  | Product
         From        |          To          |  # |          |           |    |         | Priority  |             | Number   |        
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
RECEIVE              | 18103502             |  1 | A4813246 |      3    | EA | _______ | Putaway   | 11/11 13:23 | SM563028 | 00060571  CAN OIL FORCE FEED 300ML RIGD SPOUT 5320
RECEIVE              | 18141102             |  1 | A4812759 |      6    | EA | _______ | Putaway   | 11/11 08:20 | SM563781 | 03528000  COUPLER FEM BSP ALU CAMLOK 333D GP 40MM 
RECEIVE              | 18155001             |  1 | A4812708 |      1    | EA | _______ | Putaway   | 11/11 07:55 | SM563122 | 02759654  COMPOUND GAS SEALANT 350GM BRUSH TOP CAN
RECEIVE              | 18155801             |  1 | A4812870 |     60    | EA | _______ | Putaway   | 11/11 09:39 | SM563640 | 01788752  GLAND CABLE POLY/FG SUIT OD 11-17MM GN25
RECEIVE              | 18160601             |  1 | A4813132 |      3    | EA | _______ | Putaway   | 11/11 11:36 | SM563465 | 09097409  WEBBING GLASS GW154 (30M COIL)50 X 1.5MM
RECEIVE              | 18163001             |  1 | A4812709 |     80    | EA | _______ | Putaway   | 11/11 07:55 | SM563122 | 05122307  TAPE P.T.F.E. EBONY 12MM X  5M          
RECEIVE              | 18164401             |  1 | A4813133 |      2    | EA | _______ | Putaway   | 11/11 11:36 | SM563465 | 09098505  ROPE GLASS FIBRE GFR1 (30M COIL) 20.0MM 
RECEIVE              | 18180903             |  1 | A4813153 |      4    | EA | _______ | Putaway   | 11/11 12:39 | SM563660 | 03495659  PADLOCK DISKUS ABUS 24KA 70MM S/S BODY  
RECEIVE              | 18214801             |  1 | A4813239 |    100    | EA | _______ | Putaway   | 11/11 13:17 | SM563736 | 04470156  SCREW SKT BTN HD SS304 METRIC 5X10MM    
RECEIVE              | 18215201             |  1 | A4813185 |    100    | EA | _______ | Putaway   | 11/11 12:58 | SM563500 | 04464954  SCREW SKT CSK HD SS316 METRIC 8X40MM    
RECEIVE              | 18565801             |  1 | A4812792 |      2    | EA | _______ | Putaway   | 11/11 08:45 |          | 07573501  INSERT HAMMER COPPER THOR 3/314C 44MM   
RECEIVE              | 18573801             |  1 | A4812846 |      5    | EA | _______ | Putaway   | 11/11 09:34 | SM563236 | 06528900  GAUGE FEELER STARRETT 173MA             
RECEIVE              | 18604801             |  1 | A4812791 |    400    | EA | _______ | Putaway   | 11/11 08:42 | SM563611 | 00482579  SWEATBAND TERRY TOWELLING               
RECEIVE              | 18633201             |  1 | A4813043 |     16    | PH | _______ | Putaway   | 11/11 10:49 | SM563348 | 02402752  TIE CABLE 445X4.8MM BLK PLT5S-CO PK100  
RECEIVE              | 18635801             |  1 | A4812705 |      1    | EA | _______ | Putaway   | 11/11 07:52 | SM563722 | 09852493  DIAL INDICATOR M&W 0 TO 10MM            
RECEIVE              | 18673901             |  1 | A4812984 |    300    | EA | _______ | Putaway   | 11/11 09:59 | SM562770 | 08163716  SCREW SET HEX HD CL4.6 ZP 10X35MM       
RECEIVE              | 18682601             |  1 | A4813382 |     25    | EA | _______ | Putaway   | 11/11 15:32 | SM564073 | 09913318  BOLT&NUT HEX HT CL8.8 BLK 16X25MM       
RECEIVE              | 18734801             |  1 | A4813077 |      6    | EA | _______ | Putaway   | 11/11 10:58 | SM561884 | 04933259  CURTIN WELDING ARC SAFE 1.8X2.0M RED    
RECEIVE              | 19034904             |  1 | A4813358 |      1    | EA | _______ | Putaway   | 11/11 15:27 | SM561568 | 05804104  DIE WARRAGUL SOLID SQ. NO.1 BSPT 3/4"   
RECEIVE              | 19100901             |  1 | A4813399 |      9    | EA | _______ | Putaway   | 11/11 15:56 | SM563464 | 04948906  EYEBOLT BSS DROP FORGED BLK UNC 3/8"    
RECEIVE              | 19130301             |  1 | A4813301 |      4    | CA | _______ | Putaway   | 11/11 13:52 | SM563940 | 00366654  PAD FLOOR CLEANER BLUE 5300 40CM (CTN 5)
RECEIVE              | 19131501             |  1 | A4813184 |    200    | EA | _______ | Putaway   | 11/11 12:58 | SM563500 | 00361804  BOLT HEX HD SS304 METRIC 12X50MM        
RECEIVE              | 19150401             |  1 | A4813322 |      2    | EA | _______ | Putaway   | 11/11 14:12 | SM564112 | 06950206  CLAMP TOGGLE HORIZ PLUNGER T110         
RECEIVE              | 19164101             |  1 | A4813289 |      1    | EA | _______ | Putaway   | 11/11 13:47 | SM563461 | 00806973  WRENCH TORQUE PROF ADJ NORBAR 330 1/2"DR
RECEIVE              | 19202201             |  1 | A4813134 |     48    | RL | _______ | Putaway   | 11/11 11:51 | SM564023 | 00431657  TAPE MASKING G/PURP TESA 4307 19MM X 50M
RECEIVE              | 19531903             |  1 | A4810011 |      1    | EA | _______ | Putaway   | 05/11 09:31 | SM562637 | 06972802  DIVIDERS ROUND LEG TOOLMAKERS 277 150MM 
RECEIVE              | 19565401             |  1 | A4812700 |     10    | EA | _______ | Putaway   | 11/11 07:52 | SM563722 | 03064104  BOLT HEX HT GR8 ZP UNC 1X4              
RECEIVE              | 19595801             |  1 | A4812419 |    150    | EA | _______ | Putaway   | 08/11 12:55 | SM563578 | 03475351  SLING ROUND SYNTHETIC JBS 2TX2M GRN     
RECEIVE              | 19604501             |  1 | A4812853 |     12    | EA | _______ | Putaway   | 11/11 09:34 | SM563236 | 07062009  WRENCH PIPE DROP FORGED 300MM 12"       
RECEIVE              | 19615602             |  1 | A4812992 |      3    | EA | _______ | Putaway   | 11/11 10:03 | SM563620 | 00708754  BRACKET BOLT/WELD-ON SINGLE ELTRAK ED19 
RECEIVE              | 19662901             |  1 | A4812751 |    500    | EA | _______ | Putaway   | 11/11 08:15 | SM563724 | 08762311  SCREW STS CSK PHIL ZP 10GX2 (250)       
RECEIVE              | 19662901             |  1 | A4813320 |   1000    | EA | _______ | Putaway   | 11/11 14:04 | SM564100 | 08762311  SCREW STS CSK PHIL ZP 10GX2 (250)       
RECEIVE              | 20014301             |  1 | A4812821 |      5    | EA | _______ | Putaway   | 11/11 09:06 | SM562991 | 07889945  BLADES BI-METAL STEEL FATMAX XTREME PK10
RECEIVE              | 20033502             |  1 | A4813164 |      5    | EA | _______ | Putaway   | 11/11 12:47 | SM563750 | 04391461  NUT DRIVER 1000V KNIPEX 98-03 7MM       
RECEIVE              | 20034701             |  1 | A4812840 |     48    | EA | _______ | Putaway   | 11/11 09:34 | SM563236 | 04389865  KNIFE CABLE 1000V KNIPEX 98-52 180MM    
RECEIVE              | 20041601             |  1 | A4812994 |      8    | EA | _______ | Putaway   | 11/11 10:03 | SM563620 | 04118859  CARRIAGE 2 WHEEL NYLON ELTRAK EH7       
RECEIVE              | 20055303             |  1 | A4813178 |      2    | EA | _______ | Putaway   | 11/11 12:55 | SM563456 | 07300703  TOOL PLASTERERS SMALL NO.26 1/2" 13MM   
