
     COMPANY : J. BLACKWOOD & SON LIMITED      
     PUTAWAY LIST AT TUESDAY, JUNE 25, 2013 11:24     PAGE   1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Location                       | Stock ID | Quantity  | UOM| Confirm | Putaway   | Date & Time | Receipt  | Product
         From        |          To          |  # |          |           |    |         | Priority  |             | Number   |        
     PUTAWAY LIST AT TUESDAY, JUNE 25, 2013 11:24     PAGE   7
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Location                       | Stock ID | Quantity  | UOM| Confirm | Putaway   | Date & Time | Receipt  | Product
         From        |          To          |  # |          |           |    |         | Priority  |             | Number   |        
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
RECEIVE              | 22610701             |  1 | A4724178 |      7    | CA | U       u | Putaway   | 24/06 13:37 | SM534031 | 05260674  OVERBOOT PLASTIC NONSKID CPE WHITE (1000
RECEIVE              | 22620201             |  1 | A4724194 |      1    | DR | U       u | Putaway   | 24/06 13:47 | SM533900 | 04469508  OIL SHELL RIMULA R3 X 15W-40 D209L      
RECEIVE              | 22640301             |  1 | A4724396 |     52    | PH | U       u | Putaway   | 25/06 08:51 | SM534099 | 00942353  BAGS GARBAGE GREEN 30UM 55L 90X63CM (50)
RECEIVE              | 22640301             |  1 | A4724223 |      9    | EA | U       u | Putaway   | 24/06 15:33 | SM532935 | 01328081  PAN LOBBY METAL UPRIGHT WITH LID B-11104
RECEIVE              | 22640701             |  1 | A4724230 |     10    | CA | U       u | Putaway   | 24/06 15:37 | SM533888 | 00944970  PAPER TOILET ROLL SCOTT 48040 RECY (40) 
RECEIVE              | 22640701             |  1 | A4724258 |     53    | EA | U       u | Putaway   | 24/06 16:07 | SM532639 | 01018845  BIN PLASTIC FISCHER STOR-PAK 25 YELLOW  
RECEIVE              | 22650101             |  1 | A4724265 |      6    | EA | U       u | Putaway   | 24/06 16:32 | SM533919 | 01341953  COOLER PLASTIC 26LTR BLUE               
RECEIVE              | 22650401             |  1 | A4724376 |      3    | EA | U       u | Putaway   | 25/06 08:27 | SM533598 | 00909619  CLEANER HAND L'NING ORANGE CREAM 20 LTR 
RECEIVE              | 22660201             |  1 | A4724563 |      8    | EA | U       u | Putaway   | 25/06 09:38 | SM534156 | 04511809  CLAMP DRUM ANCHOR VERTICAL WITH LID 0.5T
RECEIVE              | 22660401             |  1 | A4724573 |     36    | EA | U       u | Putaway   | 25/06 09:43 | SM534096 | 01889953  SOCKET SW PORT RCD 4SKT 10A 485P4CB30   
RECEIVE              | 22660401             |  1 | A4724570 |      3    | EA | U       u | Putaway   | 25/06 09:41 | SM532535 | 09847529  WASH CAR & TRUCK ICT W10 20LT           
RECEIVE              | 22660501             |  1 | A4706002 |  17600    | EA | U       u | Putaway   | 03/06 11:47 | SM523986 | 04886363  BAG PLASTIC 360X430MM 100UM MEDIUM      
RECEIVE              | 22670201             |  1 | A4724647 |      2    | EA | U       u | Putaway   | 25/06 09:52 | SM534196 | 06965204  VICE ENGINEERS FABRICATED DAWN 100MM    
RECEIVE              | 22680301             |  1 | A4724661 |     22    | EA | U       u | Putaway   | 25/06 09:56 | SM530715 | 00967045  WASTEBASKET RECTANG SML 2955 BEIGE 13LTR
RECEIVE              | 22680301             |  1 | A4724841 |      1    | EA | U       u | Putaway   | 25/06 11:11 | SM532622 | 07500202  VICE DRILL PRESS 100MM JAW RECORD PV3B  
RECEIVE              | 22690102             |  1 | A4724201 |    295    | MR | U       u | Putaway   | 24/06 14:23 | SM533253 | 01788800  ROPE WIRE 7/19 S/S304 4MM               
RECEIVE              | 22690401             |  1 | A4723768 |      4    | EA | U       u | Putaway   | 24/06 09:53 | SM533249 | 00370109  CLAMP Q/ACTION H/D BESY TG60S12-2K 600MM
RECEIVE              | 22720102             |  1 | A4724358 |    513    | MR | U       u | Putaway   | 25/06 08:20 | SM532629 | 01787801  ROPE WIRE 7/7 S/S304 1.6MM              
RECEIVE              | 22720602             |  1 | A4724846 |      6    | EA | U       u | Putaway   | 25/06 11:12 | SM532653 | 00700955  SPANNER OPEN END METRIC 24MM X 22MM     
RECEIVE              | 23090202             |  1 | A4724802 |      3    | EA | U       u | Putaway   | 25/06 10:40 | SM533600 | 07305859  VOLT ALERT FLUKE 1000V 1AC-II           
RECEIVE              | 23090303             |  1 | A4723975 |     53    | EA | U       u | Putaway   | 24/06 10:37 | SM533920 | 00510280  BAR CONE RETRCT PROSAFE BLK/YLW 1.3-2.1M
RECEIVE              | 23090303             |  1 | A4723671 |     44    | EA | U       u | Putaway   | 24/06 09:38 | SM533669 | 08438409  VEE BELT B SECTION B55 / MET B1440      
RECEIVE              | 26060302             |  1 | A4724843 |      7    | EA | U       u | Putaway   | 25/06 11:11 | SM532622 | 02902349  KEY SET T-HAND HEX WALLET 2-10MM 8/13387
RECEIVE              | 26160201             |  1 | A4724545 |    708    | PR | U       u | Putaway   | 25/06 09:31 | SM534054 | 06011020  GLOVES HYFLEX NITRILE PALM 11-900 10    
RECEIVE              | 26510301             |  1 | A4723935 |     50    | EA | U       u | Putaway   | 24/06 10:34 | SM533845 | 06575726  KNIFE AUTO RETRACTABLE COMFORT GRIP JBS 
RECEIVE              | 26580202             |  1 | A4724079 |      1    | EA | U       u | Putaway   | 24/06 11:31 | SM530756 | 03693353  SOCKET SET A/F 1/2"SQ DR 21PCE SID 14412
RECEIVE              | 26580501             |  1 | A4724796 |      1    | EA | U       u | Putaway   | 25/06 10:33 | SM531394 | 01527423  DRILL SET M99 1.0MM-13MM 99 PCE + STAND 
RECEIVE              | 26590602             |  1 | A4724560 |     43    | EA | U       u | Putaway   | 25/06 09:32 | SM532712 | 00441830  BLOW GUN PISTOL GRIP SPECIAL AIR BOY    
RECEIVE              | 27010501             |  1 | A4724810 |      6    | EA | U       u | Putaway   | 25/06 10:47 | SM532409 | 00683417  MAGLITE 86500 RECHARGEABLE 12/240V COMP 
RECEIVE              | 27010501             |  1 | A4724807 |      5    | EA | U       u | Putaway   | 25/06 10:44 | SM532154 | 00683417  MAGLITE 86500 RECHARGEABLE 12/240V COMP 
RECEIVE              | 27130302             |  1 | A4723060 |     45    | EA | U       u | Putaway   | 22/06 08:04 | SM532270 | 00478388  TORCH LED LENSER L7 YELLOW              
RECEIVE              | 27160101             |  1 | A4724406 |      1    | EA | U       u | Putaway   | 25/06 09:12 | SM532627 | 08203527  GRINDER SET GWS7-100SET 720W 100MM      
RECEIVE              | 28080202             |  1 | A4724644 |      1    | EA | U       u | Putaway   | 25/06 09:52 | SM532520 | 01998681  TORCH RECHARGEABLE LED LENSER M7RX BLACK
RECEIVE              | 28090301             |  1 | A4723392 |      3    | EA | U       u | Putaway   | 24/06 05:32 |          | 06768268  SCREWDRIVER SET 13 PIECE JBS MK3        
RECEIVE              | 28550301             |  1 | A4724013 |      3    | EA | U       u | Putaway   | 24/06 10:48 | SM531649 | 00578025  DRILL DRIVER HAMMER 18V LION DCD775KL-XE
RECEIVE              | 28580101             |  1 | A4724021 |      1    | EA | U       u | Putaway   | 24/06 10:48 | SM531649 | 06506414  SOCKET SET MET/AF 1/4"&1/2"DR 37PC 19130
RECEIVE              | 28580301             |  1 | A4723856 |      1    | EA | U       u | Putaway   | 24/06 10:22 | SM531947 | 06081515  SAW CIRCULAR 235MM 2000WATT HITACHI C9  
RECEIVE              | 29120502             |  1 | A4724808 |      1    | EA | U       u | Putaway   | 25/06 10:45 | SM532672 | 01137307  SHARPENER DRILL DRILL DOCTOR DD750X     
RECEIVE              | 29130101             |  1 | A4724809 |      2    | EA | U       u | Putaway   | 25/06 10:45 | SM532672 | 03313239  SHARPENER DRILL DRILL DOCTOR DD360X     
RECEIVE              | 29130101             |  1 | A4724554 |    805    | PR | U       u | Putaway   | 25/06 09:31 | SM534054 | 06615353  GLOVES HYFLEX NIT GREY/BLK 11-801 8     
RECEIVE              | 29130302             |  1 | A4723751 |      1    | EA | U       u | Putaway   | 24/06 09:50 | SM531567 | 01981554  BALLDRIVER SET HEX HANDLED BSX6 MET 6PC 
RECEIVE              | 29160602             |  1 | A4723790 |      1    | EA | U       u | Putaway   | 24/06 10:07 | SM532657 | 04418854  SKT/SPNR SET 1/4&3/8&1/2DR 71PC METRINCH
RECEIVE              | 29530301             |  1 | A4723631 |     77    | PR | U       u | Putaway   | 24/06 09:29 | SM533873 | 06010986  GLOVES HYFLEX NITRILE PALM 11-900 8     
RECEIVE              | 29530601             |  1 | A4723506 |      3    | EA | U       u | Putaway   | 24/06 09:03 | SM532525 | 01831792  CASE PELICAN IPAD / TABLET LINER 1065 1 
RECEIVE              | 29560401             |  1 | A4723630 |    288    | PR | U       u | Putaway   | 24/06 09:29 | SM533873 | 06010986  GLOVES HYFLEX NITRILE PALM 11-900 8     
RECEIVE              | 29570101             |  1 | A4723793 |      3    | EA | U       u | Putaway   | 24/06 10:10 | SM533291 | 00997840  CASE GREY PELICAN SPACECASE 62X31X31 CM 
RECEIVE              | 29580101             |  1 | A4723973 |    207    | PR | U       u | Putaway   | 24/06 10:37 | SM533920 | 06733826  GLOVES LATEX NYLON ULTRATECH W9680R M   
RECEIVE              | 29600101             |  1 | A4723977 |     81    | PR | U       u | Putaway   | 24/06 10:37 | SM533920 | 06733826  GLOVES LATEX NYLON ULTRATECH W9680R M   
     COMPANY : J. BLACKWOOD & SON LIMITED      
     PUTAWAY LIST AT TUESDAY, JUNE 25, 2013 11:24     PAGE   8
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Location                       | Stock ID | Quantity  | UOM| Confirm | Putaway   | Date & Time | Receipt  | Product
         From        |          To          |  # |          |           |    |         | Priority  |             | Number   |        
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
RECEIVE              | 29600201             |  1 | A4724546 |    275    | PR | U       u | Putaway   | 25/06 09:31 | SM534054 | 06615353  GLOVES HYFLEX NIT GREY/BLK 11-801 8     
RECEIVE              | 29650302             |  1 | A4723835 |      2    | EA | U       u | Putaway   | 24/06 10:14 | SM532642 | 00041633  WRENCH IMPACT 3/4"SQ DR 850W MAKITA 6906
RECEIVE              | 29660302             |  1 | A4723307 |      1    | EA | U       u | Putaway   | 22/06 11:17 | SM532436 | 07853055  WRENCH GEAR FLEX-HD 12 PC METRIC SET    
RECEIVE              | 30100201             |  1 | A4723912 |      4    | EA | U       u | Putaway   | 24/06 10:30 | SM532638 | 01045711  GRINDER ANGLE DISC 125MM HITACHI G13SE2 
RECEIVE              | 30100201             |  1 | A4724658 |      6    | EA | U       u | Putaway   | 25/06 09:55 | SM533811 | 01045711  GRINDER ANGLE DISC 125MM HITACHI G13SE2 
RECEIVE              | 31540201             |  1 | A4723642 |    120    | PR | U       u | Putaway   | 24/06 09:35 | SM533568 | 00610623  GLOVES NITRASAFE NIT P/COAT SFTY CUFF 10
RECEIVE              | 31610301             |  1 | A4724264 |      4    | EA | U       u | Putaway   | 24/06 16:32 | SM533919 | 00718777  CAN CARRY PLASTIC WITH POURER 6179 20LTR
RECEIVE              | 31630101             |  1 | A4724266 |    504    | PR | U       u | Putaway   | 24/06 16:40 | SM534059 | 01559316  GLOVES CANDY STRIPE J4 BEAP309R-BU      
RECEIVE              | 33020102             |  1 | A4723621 |    100    | BX | U       u | Putaway   | 24/06 09:29 | SM533873 | 01342752  GLOVES NIT T/TUFF 92-600-M P/FREE (100) 
RECEIVE              | 33120302             |  1 | A4724110 |     20    | MR | U       u | Putaway   | 24/06 12:10 |          | 00895152  TUBE POLY FLEX SMC TE 12MM OD BLUE      
RECEIVE              | 33120302             |  1 | A4724111 |     20    | MR | U       u | Putaway   | 24/06 12:11 |          | 00895152  TUBE POLY FLEX SMC TE 12MM OD BLUE      
RECEIVE              | 33130101             |  1 | A4723641 |    172    | EA | U       u | Putaway   | 24/06 09:35 | SM534082 | 09803211  BROOM PVC FILL HOUSEHOLD P/BACK 300MM   
RECEIVE              | 33170501             |  1 | A4724404 |      2    | EA | U       u | Putaway   | 25/06 09:09 | SM533862 | 04612517  KEY GATIC LIFTING 740 LONG              
RECEIVE              | 33520601             |  1 | A4723619 |     32    | EA | U       u | Putaway   | 24/06 09:28 | SM532249 | 03358306  SPRAYER SPEAR & JACKSON 500ML SJ-P723   
RECEIVE              | 33540203             |  1 | A4723407 |      1    | EA | U       u | Putaway   | 24/06 05:57 |          | 07106907  BAR WRECKING 600 X 19MM 24" X 3/4"      
RECEIVE              | 33580202             |  1 | A4724398 |      7    | CA | U       u | Putaway   | 25/06 08:51 | SM534099 | 02173809  CLOTH CHUX ROLL REG 9316 GRN 30CMX65M(4)
RECEIVE              | 33580301             |  1 | A4723761 |      5    | EA | U       u | Putaway   | 24/06 09:51 | SM531948 | 05865813  BAR PODGER 600 X 19MM 24" X 3/4"        
RECEIVE              | 33590402             |  1 | A4724850 |      1    | EA | U       u | Putaway   | 25/06 11:12 | SM532653 | 08258906  STAND GRINDER 150MM INDUST TO 200MM MAXI
RECEIVE              | 33630301             |  1 | A4724215 |      4    | EA | U       u | Putaway   | 24/06 15:22 | SM534088 | 04721766  MIRROR CONVEX A600 ECO INDOOR 600MM RD  
RECEIVE              | 33680501             |  1 | A4724649 |      4    | EA | U       u | Putaway   | 25/06 09:53 | SM532684 | 00457501  VICE ENG SWIVEL BASE C/IRON DAWN 100MM  
RECEIVE              | 34030402             |  1 | A4724087 |      3    | CA | U       u | Putaway   | 24/06 11:35 | SM531879 | 00871284  COVER BEARD SINGLE LOOP WHITE (1000)    
RECEIVE              | 34030402             |  1 | A4724163 |      1    | CA | U       u | Putaway   | 24/06 13:29 | SM531879 | 00871284  COVER BEARD SINGLE LOOP WHITE (1000)    
RECEIVE              | 34030402             |  1 | A4724829 |      1    | CA | U       u | Putaway   | 25/06 11:01 | SM531879 | 00871284  COVER BEARD SINGLE LOOP WHITE (1000)    
RECEIVE              | 34040101             |  1 | A4723640 |     15    | EA | U       u | Putaway   | 24/06 09:34 | SM532992 | 04675738  EARMUFF EH12 H/BAND CL5 EH12            
RECEIVE              | 34080203             |  1 | A4723963 |      6    | CA | U       u | Putaway   | 24/06 10:36 | SM533783 | 09567418  ENVELOPES "PACKING SLIP ENCL" 152X115MM 
RECEIVE              | 34130201             |  1 | A4724645 |      1    | EA | U       u | Putaway   | 25/06 09:52 | SM534196 | 03794504  VICE ENG OFFSET FABRICATED DAWN 150MM   
RECEIVE              | 34150501             |  1 | A4723388 |      1    | EA | U       u | Putaway   | 24/06 05:04 |          | 05993935  DISPENSER PAPER TOILET JUMBO JR TORK    
RECEIVE              | 34570401             |  1 | A4724247 |      4    | EA | U       u | Putaway   | 24/06 16:05 | SM528200 | 08930101  VEE BELT M SECTION M24 / METRIC Z625    
RECEIVE              | 35990109             |  1 | A4724324 |      2    | KG | U       u | Putaway   | 25/06 08:05 | SM532998 | 08085205  SOLDER SILVER 15% 2.5MM 1KG             
RECEIVE              | 36030206             |  1 | A4724325 |      1    | KG | U       u | Putaway   | 25/06 08:05 | SM532998 | 08085205  SOLDER SILVER 15% 2.5MM 1KG             
RECEIVE              | 36040302             |  1 | A4723448 |      2    | EA | U       u | Putaway   | 24/06 08:36 | SM532876 | 00944282  ALLTHREAD ROD NYLON 1MTRX12MM           
RECEIVE              | 36051101             |  1 | A4724216 |      3    | EA | U       u | Putaway   | 24/06 15:22 | SM534088 | 04721868  MIRROR CONVEX B600 ECO OUTDOOR 600MMRD  
RECEIVE              | 36090501             |  1 | A4724716 |     36    | EA | U       u | Putaway   | 25/06 10:07 | SM532921 | 03970409  CRC 3060 COMPOUND CUTTING TREFOLEX 500ML
RECEIVE              | 36140506             |  1 | A4724531 |      2    | EA | U       u | Putaway   | 25/06 09:27 | SM534519 | 07290101  STEEL SILVER 1 MTR LGTH  1/8" -0.1250IN 
RECEIVE              | 36150302             |  1 | A4722673 |      9    | EA | U       u | Putaway   | 22/06 06:04 | SM533750 | 01482955  LEVEL SPIRIT BOX FRAME 3 VIAL 100CM JBS 
RECEIVE              | 36200104             |  1 | A4724157 |     20    | MR | U       u | Putaway   | 24/06 13:22 | SM534129 | 05257201  NEOPRENE RUBBER ROLL 60 DURO 1.2MX3.0MM 
RECEIVE              | 37060501             |  1 | A4720567 |      1    | EA | U       u | Putaway   | 19/06 09:50 | SM532546 | 00973071  CLEANER HAND SUSTAINABLE LAND 500ML     
RECEIVE              | 37130501             |  1 | A4724515 |     32    | EA | U       u | Putaway   | 25/06 09:25 | SM532261 | 00025925  PAIL PLASTIC C/W LID NATURAL 20 LITRES  
RECEIVE              | 37140202             |  1 | A4723405 |      2    | EA | U       u | Putaway   | 24/06 05:52 |          | 00983066  MIRROR CONVEX D360 HALF DOME 600MM      
RECEIVE              | 37320101             |  1 | A4716031 |   1500    | EA | U       u | Putaway   | 12/06 14:36 | SM529753 | 06410607  INSERT THREAD UNC 1/4-1D                
RECEIVE              | 37510402             |  1 | A4724127 |      4    | EA | U       u | Putaway   | 24/06 12:46 | SM534110 | 00337671  TARPAULIN POLY H/W GREEN/SILVER 24X30FT 
RECEIVE              | 37650606             |  1 | A4724332 |      2    | EA | U       u | Putaway   | 25/06 08:08 | SM531946 | 05302613  LEVEL 3 VIAL STABILA 96 244CM           
RECEIVE              | 38050102             |  1 | A4723588 |      3    | EA | U       u | Putaway   | 24/06 09:10 | SM534067 | 04582764  DEGREASER H/DUTY CLEARCLEAN PLUS 25LITRE
RECEIVE              | 38050501             |  1 | A4723589 |      4    | EA | U       u | Putaway   | 24/06 09:10 | SM534067 | 04582764  DEGREASER H/DUTY CLEARCLEAN PLUS 25LITRE
RECEIVE              | 38170101             |  1 | A4724693 |     41    | MR | U       u | Putaway   | 25/06 10:00 | SM533488 | 04904607  CHAIN L/LINK GAL PL06 6MM               
RECEIVE              | 38190401             |  1 | A4711389 |     24    | EA | U       u | Putaway   | 03/06 12:32 | SM528158 | 02094816  CLEANSER CREAM NORTHFORK 1L             
RECEIVE              | 39020301             |  1 | A4724259 |     47    | EA | U       u | Putaway   | 24/06 16:07 | SM532639 | 01019654  BIN PLASTIC FISCHER STOR-PAK 60 BLUE    
RECEIVE              | 39550101             |  1 | A4723650 |   5000    | EA | U       u | Putaway   | 24/06 09:36 | SM532590 | 05122404  TAPE P.T.F.E. EBONY 12MM X 10M          
     COMPANY : J. BLACKWOOD & SON LIMITED      
     PUTAWAY LIST AT TUESDAY, JUNE 25, 2013 11:24     PAGE   9
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Location                       | Stock ID | Quantity  | UOM| Confirm | Putaway   | Date & Time | Receipt  | Product
         From        |          To          |  # |          |           |    |         | Priority  |             | Number   |        
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
RECEIVE              | 40040401             |  1 | A4724397 |    150    | RL | U       u | Putaway   | 25/06 08:51 | SM534099 | 01738155  BAGS GARB BLK 32UM 240L 142X112CM (100) 
RECEIVE              | 40560401             |  1 | A4719200 |      5    | EA | U       u | Putaway   | 17/06 12:49 | SM532503 | 00107107  WIRE TIE GALV 0.90MM 20GX570M (3KG COIL)
RECEIVE              | 40560401             |  1 | A4724374 |     24    | EA | U       u | Putaway   | 25/06 08:27 | SM533598 | 00120717  CLEANER HAND LIGHTNING ORANGE P/PK 4LTR 
RECEIVE              | 40600401             |  1 | A4724224 |      7    | EA | U       u | Putaway   | 24/06 15:34 | SM533851 | 00668253  BOX TOOL H/DUTY CANTILEVER 5TRAY JBS    
RECEIVE              | 41261601             |  1 | A4719198 |     45    | EA | U       u | Putaway   | 17/06 12:48 | SM532234 | 00106904  WIRE TIE GALV 1.57MM 16GX180M (3KG COIL)
RECEIVE              | 42060801             |  1 | A4722686 |      2    | EA | U       u | Putaway   | 22/06 06:06 | SM529831 | 04393700  OIL SHELL CORENA S2 P 100 20L           
RECEIVE              | 43180401             |  1 | A4724229 |    100    | CA | U       u | Putaway   | 24/06 15:37 | SM533888 | 00675580  PAPER TOWEL KLEENEX COMPACT 4440 (24)   
RECEIVE              | 43510105             |  1 | A4724828 |      4    | EA | U       u | Putaway   | 25/06 10:58 | SM532239 | 02410284  LADDER EXTN. F/GLASS ALUM RUNGS FS20208 
RECEIVE              | 46010114             |  1 | A4724856 |      5    | EA | U       u | Putaway   | 25/06 11:20 | SM534408 | 03732654  WHEELBARROW KELSO STL TRAY FW14000      
RECEIVE              | 47011601             |  1 | A4724260 |      6    | EA | U       u | Putaway   | 24/06 16:12 | SM533500 | 07280302  SHOVEL DEE HANDLE SQUARE MOUTH LARGE    
RECEIVE              | 47021001             |  1 | A4723755 |      2    | EA | U       u | Putaway   | 24/06 09:50 | SM531388 | 09958315  BAR SPUD 1500 X 30MM  5'X 1 3/16"       
RECEIVE              | 47021001             |  1 | A4723760 |     12    | EA | U       u | Putaway   | 24/06 09:51 | SM531948 | 09958315  BAR SPUD 1500 X 30MM  5'X 1 3/16"       
RECEIVE              | 47021201             |  1 | A4723386 |      2    | EA | U       u | Putaway   | 22/06 13:46 | SM533104 | 07106208  BAR CROW HEX 1650 X 25MM 5 1/2'X 1"     
RECEIVE              | 47030101             |  1 | A4723758 |      8    | EA | U       u | Putaway   | 24/06 09:51 | SM531948 | 07105704  BAR PINCH 1800 X 30MM 6' X 1 3/16"      
RECEIVE              | 47031001             |  1 | A4723752 |      6    | EA | U       u | Putaway   | 24/06 09:50 | SM531388 | 07106305  BAR CROW HEX 1800 X 25MM 6'X 1"         
RECEIVE              | 47050801             |  1 | A4724261 |      6    | EA | U       u | Putaway   | 24/06 16:12 | SM533500 | 07581713  HOE SWAN NECK 150MM +HNDL CYCLONE 632884
RECEIVE              | 47310402             |  1 | A4723966 |     27    | EA | U       u | Putaway   | 24/06 10:37 | SM533920 | 00510280  BAR CONE RETRCT PROSAFE BLK/YLW 1.3-2.1M
RECEIVE              | 47310704             |  1 | A4724263 |      2    | EA | U       u | Putaway   | 24/06 16:31 | SM534058 | 06179337  HINGE PIANO S/S-UNDR 50.80-1.78-1828    
RECEIVE              | 47350102             |  1 | A4724219 |      3    | EA | U       u | Putaway   | 24/06 15:28 | SM533593 | 00576300  BRUSH STAND C/W HANDLE 1.6M SWASHA 03065
RECEIVE              | 48060401             |  1 | A4724236 |      6    | MR | U       u | Putaway   | 24/06 16:02 | SM532598 | 01226438  DUCTING EXIMO POLYFLEX HEAVY 152MM      
RECEIVE              | 48590101             |  1 | A4723964 |    112    | RL | U       u | Putaway   | 24/06 10:36 | SM533783 | 01020355  STRAPPING STEEL 16.0X0.5MM 14 +/- 0.5KG 
RECEIVE              | 49020201             |  1 | A4724659 |     12    | EA | U       u | Putaway   | 25/06 09:56 | SM530715 | 00966280  BIN BRUTE 2610 GREY 38LITRE             
RECEIVE              | 49020302             |  1 | A4724559 |     32    | EA | U       u | Putaway   | 25/06 09:31 | SM532517 | 01384355  BLANKET EMERG/RESCUE SILVER 1.85X1.27M  
RECEIVE              | 49050101             |  1 | A4724228 |      7    | EA | U       u | Putaway   | 24/06 15:35 | SM533912 | 04925060  CLEANER HAND CITRA SCRUB 20KG           
RECEIVE              | 49210301             |  1 | A4724569 |      9    | EA | U       u | Putaway   | 25/06 09:41 | SM534164 | 08125174  BLADE JIGSAW BOSCH MA118B (PK 5)        
RECEIVE              | 49250504             |  1 | A4724811 |      2    | EA | U       u | Putaway   | 25/06 10:49 | SM509980 | 06603470  TRUCK HAND H/DUTY SACK SOLID 0.25T YEL  
RECEIVE              | 49570101             |  1 | A4723404 |      1    | EA | U       u | Putaway   | 24/06 05:50 |          | 07243265  COVERALLS MICROMAX NS AMN428E WHT L     
RECEIVE              | 49610201             |  1 | A4724377 |     30    | PH | U       u | Putaway   | 25/06 08:28 | SM531638 | 00845427  BAG PLASTIC PRESS SEAL 230X305MM(PKT100)
RECEIVE              | 49770401             |  1 | A4724387 |      4    | EA | U       u | Putaway   | 25/06 08:35 | SM533921 | 06029295  KIT SPILL ENRETECH TRANSPORT DUFFLE BAG 
RECEIVE              | 49870102             |  1 | A4723921 |   2509    | PR | U       u | Putaway   | 24/06 10:33 | SM533618 | 04329839  GLOVES P/COTT KNITTED GKPC0010 L        
RECEIVE              | 49870102             |  1 | A4724279 |    576    | PR | U       u | Putaway   | 24/06 16:54 | SM533426 | 04329839  GLOVES P/COTT KNITTED GKPC0010 L        
RECEIVE              | 49870102             |  1 | A4724280 |    204    | PR | U       u | Putaway   | 24/06 17:07 | SM533426 | 04329839  GLOVES P/COTT KNITTED GKPC0010 L        
RECEIVE              | 50010106             |  1 | A4723968 |      4    | EA | U       u | Putaway   | 24/06 10:37 | SM533920 | 00876010  LADDER D/S F/G 150KG JBS 1.8M FGDS1800  
RECEIVE              | 51060101             |  1 | A4724225 |      2    | EA | U       u | Putaway   | 24/06 15:34 | SM533851 | 09939669  CASE PLASTIC 1-11 900MM GREY 13KG       
RECEIVE              | 51070101             |  1 | A4723097 |      2    | MR | U       u | Putaway   | 22/06 08:14 | SM532427 | 01165952  CHAIN REG LINK S/S316 L 6MM             
RECEIVE              | 51550401             |  1 | A4724183 |    120    | EA | U       u | Putaway   | 24/06 13:45 | SM533151 | 00976028  CLEANER HAND SUPREGA PLUS 4LT CARTRIDGE 
RECEIVE              | 63120201             |  1 | A4723397 |      1    | EA | U       u | Putaway   | 24/06 05:50 |          | 01327775  FACESHIELD COMPLETE ARMADILLO CLEAR     
RECEIVE              | 66130401             |  1 | A4724197 |      2    | EA | U       u | Putaway   | 24/06 13:47 | SM533900 | 04427003  OIL SHELL TELLUS S2 M 46 209L           
RECEIVE              | 66990108             |  1 | A4724513 |      3    | EA | U       u | Putaway   | 25/06 09:25 | SM534093 | 00552817  WIRE CHAIN HVY GAL 2100 X50X2.5MM X15M  
RECEIVE              | 70070201             |  1 | A4724710 |     40    | EA | U       u | Putaway   | 25/06 10:06 | SM533576 | 03967108  CRC 2015 CO CONTACT CLEAN AEROSOL 150GM 
RECEIVE              | 70100101             |  1 | A4724636 |     12    | EA | U       u | Putaway   | 25/06 09:50 | SM531407 | 04715757  PAINT SURVEY POLYPAK 350GM FLUORO PINK  
RECEIVE              | 70190101             |  1 | A4724637 |     16    | EA | U       u | Putaway   | 25/06 09:50 | SM531407 | 04624766  PAINT ULTRACOLOR NONFLAM HORIZ 400GM F/P
RECEIVE              | 70200201             |  1 | A4724635 |     32    | EA | U       u | Putaway   | 25/06 09:50 | SM531407 | 04624766  PAINT ULTRACOLOR NONFLAM HORIZ 400GM F/P
RECEIVE              | 70200501             |  1 | A4719356 |      2    | EA | U       u | Putaway   | 17/06 15:42 | SM529455 | 00329756  SPRAY 1000 400ML                        
RECEIVE              | 70520201             |  1 | A4724708 |     30    | EA | U       u | Putaway   | 25/06 10:06 | SM533576 | 02350066  CRC 5045 SO EASY TYRE FOAM CLEANER 400GM
RECEIVE              | 70580401             |  1 | A4724755 |      1    | EA | U       u | Putaway   | 25/06 10:12 | SM533464 | 05183460  GAS PROPANE DISP BERNZOMATIC TX9 479G   
RECEIVE              | 70580501             |  1 | A4724633 |     12    | EA | U       u | Putaway   | 25/06 09:50 | SM531407 | 01038656  PAINT LINE MARKER POLYPAK 500GM WHITE   
RECEIVE              | 70600302             |  1 | A4721018 |     25    | EA | U       u | Putaway   | 19/06 14:09 | SM532830 | 00304351  PAINT DYMARK SPRAY WRITER F/GREEN 350GM 
     COMPANY : J. BLACKWOOD & SON LIMITED      
     PUTAWAY LIST AT TUESDAY, JUNE 25, 2013 11:24     PAGE  10
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Location                       | Stock ID | Quantity  | UOM| Confirm | Putaway   | Date & Time | Receipt  | Product
         From        |          To          |  # |          |           |    |         | Priority  |             | Number   |        
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
