J. BLACKWOOD & SON LIMITED           RE-ENTRY KEY/ PAGE ID ORDERS REPORT  - SORTED BY PICKING ORDER NUMBER.     TUESDAY, JUNE 25, 2013 14:06   PAGE   1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 ORDER       |   ZONE   | CUSTOMER     | CUSTOMER                            |      LABEL     | RE-ENTRY |      STATUS    | PRODUCT    | ALLOCATED  | PICK | ALLOCATED |  ORDERED  |  AVAILBLE 
 NUMBER      |          | NUMBER       | NAME                                |  DATE    TIME  |   KEY    |                |            | LOCATION   | LINE | STOCK ID  |  QUANTITY |  QUANTITY
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
306203711501 | 21    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 09:41 | 990072   | Nothing Picked | 03863512   | CROSSDOC   | CRSS | A4722317  |         1 |         0
306203716202 | 78    | 778075       | TELSTRA C&C MRP MS WA (C6X)         | 25/06/13 09:28 | 989932   | Nothing Picked | 05736104   | 26550101   | 07A  | A4488038  |         1 |        28
306203725600 | 07    | 033222       | RENTOKIL                            | 25/06/13 13:46 | 991434   | Nothing Picked | 03484293   | PICKRECV   | RECV | A4725044  |         3 |         2
306213732201 | 05    | 269197       | THE HILLS BARK BLOWER               | 25/06/13 14:01 | 991489   | Nothing Picked | 09920867   | CROSSDOC   | CRSS | A4723869  |         1 |         0
306213732502 | 99    | BT4013       | J BLACKWOOD & SON LTD - TAMWORTH    | 25/06/13 13:05 |      0   | Nothing Picked | 07243282   |            |      |           |        39 |       209
306213738302 | 99    | BT4018       | BLACKWOODS - WOLLONGONG             | 25/06/13 13:05 |      0   | Nothing Picked | 07243282   |            |      |           |       221 |       209
306213753301 | 11    | 259777       | CSR BUILDING PRODUCTS LTD-BLACKWOOD | 25/06/13 13:16 |      0   | Nothing Picked | 00530799   |            |      |           |         2 |         0
306213753301 | 11    | 259777       | CSR BUILDING PRODUCTS LTD-BLACKWOOD | 25/06/13 13:16 | 991334   | Nothing Picked | 03308457   | PICKRECV   | RECV | A4724982  |         1 |         0
306213755101 | 33    | 276209       | JEMENA ASSET MANAGEMENT P/L         | 25/06/13 10:06 |      0   | Nothing Picked | 07285611   |            |      |           |        19 |         0
306213755101 | 33    | 276209       | JEMENA ASSET MANAGEMENT P/L         | 25/06/13 10:06 | 990376   | Nothing Picked | 03967108   | PICKRECV   | RECV | A4724709  |        20 |         0
306213776601 | 30    | 067231       | KELLOGG (AUST) PTY  LTD             | 25/06/13 14:01 | 991488   | Nothing Picked | 07981779   | PICKRECV   | RECV | A4725069  |         1 |         0
306213782301 | 21    | 095800       | MONROE SPRINGS (AUSTRALIA) PTY LTD  | 25/06/13 13:00 | 991250   | Nothing Picked | 01893902   | PICKRECV   | RECV | A4724955  |       100 |         0
306213784002 | 16    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 14:01 | 991487   | Nothing Picked | 00715405   | PICKRECV   | RECV | A4725066  |         8 |         0
306213788001 | 33    | 099404       | SILCAR COMMUNICATIONS               | 25/06/13 13:05 |      0   | Nothing Picked | 08254102   |            |      |           |         2 |        50
306213791802 | 26    | 263390       | THALES AUSTRALIA                    | 25/06/13 09:34 |      0   | Nothing Picked | 04130303   |            |      |           |         7 |         0
306213791802 | 26    | 263390       | THALES AUSTRALIA                    | 25/06/13 09:34 | 990401   | Nothing Picked | 04111102   | PICKRECV   | RECV | A4724722  |        11 |         0
306223809502 | 16    | 008148       | CALTEX REFINERIES (NSW) PTY LTD     | 25/06/13 13:05 | 991273   | Nothing Picked | 00484211   | 36300101   | 04   | A4692918  |      1000 |      3035
306243812700 | 02    | 022979       | SAUNDERSON, STEVEN JOHN             | 25/06/13 09:59 | 991360   | Nothing Picked | 08363406   | 10095602   | 10   | A4259470  |        12 |       100
306243813700 | 03    | 880230       | PITTWATER MUNICIPAL COUNCIL         | 25/06/13 09:54 | 990215   | Nothing Picked | 04127947   | 07522202   | 07   | A4681260  |         1 |        63
306243817103 | 53    | 555555       | WEIR MINERALS AUSTRALIA LTD         | 25/06/13 10:04 | 990305   | Nothing Picked | 00559506   | 07682002   | 07   | A4635223  |        10 |        13
306243818002 | 23    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 09:31 | 990004   | Nothing Picked | 05503740   | PICKRECV   | RECV | A4724543  |        60 |         0
306243819404 | 99    | BT4015       | J BLACKWOOD & SON LIMITED           | 25/06/13 10:04 | 990307   | Nothing Picked | 00547000   | 07694602   | 07   | A4710350  |         6 |        50
306243820001 | 12    | 027248       | G JAMES GLASS & ALUMINIUM PTY LTD   | 25/06/13 10:04 |      0   | Nothing Picked | 00666493   |            |      | A4724610  |        10 |         0
306243820001 | 12    | 027248       | G JAMES GLASS & ALUMINIUM PTY LTD   | 25/06/13 10:04 | 990308   | Nothing Picked | 00987656   | 07655401   | 07   | A4706781  |         2 |        76
306243821303 | 99    | BT6001       | J BLACKWOOD & SON LIMITED-MT GAMBIE | 25/06/13 10:04 | 990309   | Nothing Picked | 04228961   | 07554602   | 07   | A4679385  |         1 |         3
306243822202 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 09:31 | 990023   | Nothing Picked | 05503740   | PICKRECV   | RECV | A4724543  |        60 |         0
306243824000 | 25    | 003145       | BASF AUSTRALIA LTD                  | 25/06/13 10:19 | 991468   | Nothing Picked | 00392909   | 71040201   | 34A  | A4639577  |         6 |       972
306243824000 | 25    | 003145       | BASF AUSTRALIA LTD                  | 25/06/13 10:19 | 991469   | Nothing Picked | 04069365   | 71650202   | 34A  | A4677581  |         6 |       932
306243824403 | 40    | BT4004       | BAKERS CONSTRUCTION - BLACKTOWN     | 25/06/13 10:04 | 990310   | Nothing Picked | 00987656   | 07655401   | 07   | A4706781  |         5 |        76
306243825400 | 03    | 277807       | *JBS SMITHFIELD PRE PAID CREDIT CAR | 25/06/13 13:59 | 991483   | Nothing Picked | B0055-8251 | CROSSDOC   | CRSS | A4723662  |         1 |         0
306243826502 | 99    | BT4005       | J BLACKWOOD & SON LTD  - CANBERRA   | 25/06/13 10:04 |      0   | Nothing Picked | 01352289   |            |      |           |         6 |         0
306243828000 | 19    | 008652       | BORAL SBS                           | 25/06/13 09:58 | 990242   | Nothing Picked | 05837317   | 46030103   | 01A  | A4697097  |         6 |       554
306243829506 | 99    | BT4006       | BLACKWOODS CAROLE PARK              | 25/06/13 10:04 |      0   | Nothing Picked | 00447809   | 07115401   | 07   | A4673280  |         4 |        39
306243833302 | 12    | 099140       | IH ENGINEERING PTY LTD              | 25/06/13 13:05 |      0   | Nothing Picked | 00844526   | 07050801   | 07   | A4498470  |         3 |        24
306243835805 | 99    | BT4005       | J BLACKWOOD & SON LTD  - CANBERRA   | 25/06/13 10:04 | 990315   | Nothing Picked | 04858709   | 07702103   | 07   | A4713171  |         1 |        13
306243837804 | 99    | BT5516       | J BLACKWOOD & SON LTD - LISMORE     | 25/06/13 10:04 |      0   | Nothing Picked | 04317715   | 07122101   | 07   | A4594752  |        25 |         8
306243840902 | 06    | 083170       | DEPARTMENT DEFENCE-NAVY FIMA SYDNEY | 25/06/13 10:04 |      0   | Nothing Picked | 02869455   |            |      |           |         4 |         5
306243842901 | 13    | 033443       | COREGAS PTY LTD                     | 25/06/13 10:12 | 990416   | Nothing Picked | 06326911   | PICKRECV   | RECV | A4724746  |       100 |         0
306243845503 | 23    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 10:04 |      0   | Nothing Picked | 01766457   |            |      |           |         2 |         0
306243845503 | 23    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 10:04 | 990321   | Nothing Picked | 07924608   | 07725401   | 07   | A4659261  |         2 |         0
306243845601 | Q1    | 276403       | QANTAS AIRWAYS H58-WEB              | 25/06/13 10:04 |      0   | Nothing Picked | 07727697   |            |      | A4724287  |         2 |         0
306243845601 | Q1    | 276403       | QANTAS AIRWAYS H58-WEB              | 25/06/13 10:04 | 990322   | Nothing Picked | 07727629   | 07735201   | 07   | A4686475  |         2 |        39
306243845702 | 12    | 096235       | ARNOTTS SNACK FOODS                 | 25/06/13 10:04 |      0   | Nothing Picked | 02904899   |            |      |           |        13 |        60
306243847102 | 17    | 881262       | STA - GENERAL PORT BOTANY           | 25/06/13 10:04 | 990324   | Nothing Picked | 05458962   | 07550101   | 07   | A4709014  |         2 |       148
306243847302 | 99    | BT4017       | J BLACKWOOD & SON LTD - NEWCASTLE   | 25/06/13 10:04 |      0   | Nothing Picked | 00030659   |            |      |           |         1 |         0
306243847302 | 99    | BT4017       | J BLACKWOOD & SON LTD - NEWCASTLE   | 25/06/13 10:04 | 990325   | Nothing Picked | 00645902   | 07651901   | 07   | A4653039  |         2 |         3
306243850702 | 99    | BT4005       | J BLACKWOOD & SON LTD  - CANBERRA   | 25/06/13 10:04 |      0   | Nothing Picked | 09987337   |            |      |           |         5 |         0
306243850702 | 99    | BT4005       | J BLACKWOOD & SON LTD  - CANBERRA   | 25/06/13 10:04 | 990326   | Nothing Picked | 00659202   | 07512001   | 07   | A4063306  |         5 |        47J. BLACKWOOD & SON LIMITED           RE-ENTRY KEY/ PAGE ID ORDERS REPORT  - SORTED BY PICKING ORDER NUMBER.     TUESDAY, JUNE 25, 2013 14:06   PAGE   4
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 ORDER       |   ZONE   | CUSTOMER     | CUSTOMER                            |      LABEL     | RE-ENTRY |      STATUS    | PRODUCT    | ALLOCATED  | PICK | ALLOCATED |  ORDERED  |  AVAILBLE 
 NUMBER      |          | NUMBER       | NAME                                |  DATE    TIME  |   KEY    |                |            | LOCATION   | LINE | STOCK ID  |  QUANTITY |  QUANTITY
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
306243851402 | 07    | 065670       | L C R LINDORES GROUP PTY LTD        | 25/06/13 10:04 | 990327   | Nothing Picked | 06769560   | 07592802   | 07   | A4568764  |        18 |       113
306243851804 | 99    | BT4020       | J BLACKWOOD & SON LTD  - LAUNCESTON | 25/06/13 10:04 |      0   | Nothing Picked | 00640606   | 07664501   | 07   | A4221990  |         1 |         4
306243852202 | 07    | 036604       | PAXAR CORPORATION PTY LTD           | 25/06/13 10:04 | 990329   | Nothing Picked | 03778601   | 07590901   | 07   | A4290489  |         3 |         3
306243853603 | 86    | BT5536       | BLACKWOODS - TUGGERAH               | 25/06/13 13:05 |      0   | Nothing Picked | 06840604   | 07042105   | 07   | A4610721  |         1 |         2
306243857302 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 09:16 |      0   | Nothing Picked | 00096951   |            |      |           |        79 |         0
306243857302 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 09:16 | 991456   | Nothing Picked | 04252065   | PICKRECV   | RECV | A4725049  |         2 |         0
306243859902 | 41    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 10:04 |      0   | Nothing Picked | 06843106   | 07043202   | 07   | A4607475  |         3 |        20
306243861101 | 09    | 880157       | HISTORIC HOUSES TRUST NSW           | 25/06/13 10:04 |      0   | Nothing Picked | 00470288   |            |      |           |         3 |        10
306243861303 | 99    | BT4018       | BLACKWOODS - WOLLONGONG             | 25/06/13 13:05 |      0   | Nothing Picked | 00203490   | 07013904   | 07   | A4415833  |         5 |        55
306243861601 | 23    | 884521       | CAIRNSFOOT SCHOOL                   | 25/06/13 10:04 |      0   | Nothing Picked | 04249919   | 07112802   | 07   | A4486338  |         1 |        16
306243862102 | 99    | BT4008       | J BLACKWOOD & SON LTD - ADELAIDE    | 25/06/13 13:05 |      0   | Nothing Picked | 01017101   | 07035304   | 07   | A4577593  |         7 |        30
306243863102 | 25    | 091870       | HEALTH SHARE SERVICE - WESTMEAD SER | 25/06/13 10:04 |      0   | Nothing Picked | 00693863   | 07203101   | 07   | A4631209  |         2 |        95
306243864402 | 14    | 085741       | DEPT OF DEFENCE - AAML (EDI ONLY)   | 25/06/13 08:57 | 989758   | Nothing Picked | 04188504   | 49850102   | 04   | A4707314  |         1 |       688
306243864501 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 12:05 |      0   | Nothing Picked | 06051202   |            |      |           |         4 |         0
306243864501 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 12:05 | 990961   | Nothing Picked | 01020355   | 48590101   | 04   | A4723964  |         1 |       111
306243868202 | 21    | 882054       | STATE TRANSIT AUTHORITY OF NSW      | 25/06/13 10:04 | 990338   | Nothing Picked | 00767107   | 07542801   | 07   | A4534686  |        10 |       274
306243869902 | 99    | BT5537       | J BLACKWOOD & SON LTD ALBURY        | 25/06/13 10:04 |      0   | Nothing Picked | 01192455   |            |      |           |         3 |         0
306243869902 | 99    | BT5537       | J BLACKWOOD & SON LTD ALBURY        | 25/06/13 10:04 | 990340   | Nothing Picked | 02035158   | 07682601   | 07   | A4528490  |         1 |         8
306243872201 | 16    | 880305       | AUSGRID - VHS ORDERS ONLY           | 25/06/13 10:04 |      0   | Nothing Picked | 06250016   | 07145001   | 07   | A4679071  |         4 |         1
306243873002 | 50    | 052426       | COTS - HMAS CHOULES                 | 25/06/13 13:05 |      0   | Nothing Picked | 00030974   | 07183401   | 07   | A4676505  |        15 |         7
306243876101 | 33    | 880284       | NEWINGTON COLLEGE                   | 25/06/13 10:04 |      0   | Nothing Picked | 06537000   |            |      | A4724500  |         4 |         0
306243876101 | 33    | 880284       | NEWINGTON COLLEGE                   | 25/06/13 10:04 | 990343   | Nothing Picked | 00767000   | 07543001   | 07   | A4558849  |        10 |       567
306243876202 | 50    | 052426       | COTS - HMAS CHOULES                 | 25/06/13 10:04 |      0   | Nothing Picked | 03870907   | 07636001   | 07   | A4627011  |         2 |        10
306243876400 | 25    | 015495       | FOX ALL SERVICES PTY LTD            | 25/06/13 09:11 | 991470   | Nothing Picked | 03755909   | 15534504   | 15   | A4504513  |       300 |      2900
306243876402 | 25    | 015495       | FOX ALL SERVICES PTY LTD            | 25/06/13 10:12 |      0   | Nothing Picked | 00680153   |            |      |           |        79 |         0
306243876402 | 25    | 015495       | FOX ALL SERVICES PTY LTD            | 25/06/13 10:12 | 990414   | Nothing Picked | 02740963   | PICKRECV   | RECV | A4724743  |       100 |         0
306243876402 | 25    | 015495       | FOX ALL SERVICES PTY LTD            | 25/06/13 10:12 | 990417   | Nothing Picked | 06326911   | PICKRECV   | RECV | A4724746  |       100 |         0
306243877702 | 19    | 022177       | CORRECTIVE SERVICES NSW (BUY-IN ONL | 25/06/13 13:05 | 991280   | Nothing Picked | 07280302   | 47011601   | 01A  | A4724260  |         1 |         5
306243878502 | 26    | 263390       | THALES AUSTRALIA                    | 25/06/13 10:04 |      0   | Nothing Picked | 01802052   | 07191602   | 07   | A4686849  |       344 |         0
306243879601 | 12    | 027248       | G JAMES GLASS & ALUMINIUM PTY LTD   | 25/06/13 13:05 |      0   | Nothing Picked | 00921119   |            |      | A4724502  |         2 |         0
306243881200 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 05:17 | 989273   | Nothing Picked | 03839304   | 23240301   | 02   | A4687392  |         2 |         5
306243882400 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 05:17 | 989310   | Nothing Picked | 07767239   | EX6        | CONS | A4359746  |         4 |       436
306243885901 | 04    | 066064       | HANSON CONSTRUCTION MATERIALS PTY L | 25/06/13 10:04 |      0   | Nothing Picked | 05043211   | 07161801   | 07   | A4706827  |         3 |         0
306243888003 | 23    | 882053       | STATE TRANSIT AUTHORITY OF NSW      | 25/06/13 13:05 |      0   | Nothing Picked | 07727595   |            |      |           |         1 |         1
306243890001 | 19    | 267552       | O-I AUSTRALIA - NATIONAL ACCOUNT    | 25/06/13 10:04 |      0   | Nothing Picked | 00993623   |            |      | A4724625  |         5 |         0
306243890301 | 01    | 256958       | ATLAS ELECT. TECHNOLOGIES & SERVICE | 25/06/13 10:04 |      0   | Nothing Picked | 03726815   |            |      | A4724597  |         2 |         0
306243890301 | 01    | 256958       | ATLAS ELECT. TECHNOLOGIES & SERVICE | 25/06/13 10:04 | 990351   | Nothing Picked | 09839097   | 22710301   | 04B  | A4672231  |         3 |       311
306243890600 | 99    | BT5518       | J BLACKWOOD & SON LTD - TOOWOOMBA   | 25/06/13 05:17 | 989325   | Nothing Picked | 00694790   | 46010101   | 01A  | A4722626  |         2 |        16
306243891002 | 16    | 057174       | SIPPEL & CO PTY LTD                 | 25/06/13 13:05 |      0   | Nothing Picked | 06834403   |            |      |           |         1 |         1
306243892700 | 65    | 883075       | NAMBUCCA SHIRE COUNCIL              | 25/06/13 05:17 | 989343   | Nothing Picked | 05359988   | 43190201   | 26   | A4712940  |         4 |        10
306243892801 | 07    | 087053       | COMPUTERTRANS (AUST) PTY LTD        | 25/06/13 10:04 |      0   | Nothing Picked | 01875941   | 07571702   | 07   | A4645979  |        10 |         0
306243894700 | 99    | BT5509       | A E BAKER & CO - HAMILTON           | 25/06/13 05:17 | 989361   | Nothing Picked | 07983360   | 43300203   | 27   | A4507672  |        40 |       641
306243897000 | 80    | IT0006       | CONSUMABLES - OFFICE (FOOD ITEMS)   | 25/06/13 05:17 | 989367   | Nothing Picked | 01238134   | 23150401   | 02   | A4717401  |         1 |        33
306243898902 | 13    | 007078       | GE ENERGY SERVICES                  | 25/06/13 10:04 |      0   | Nothing Picked | 00496805   | 07171001   | 07   | A4556264  |         3 |         7
306243900303 | 07    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:05 | 990962   | Nothing Picked | 01207517   | 03280101   | 03A  | A4724130  |         4 |        46
306243904302 | 78    | 778075       | TELSTRA C&C MRP MS WA (C6X)         | 25/06/13 09:28 | 990756   | Nothing Picked | 08062503   | 03130501   | 03A  | A4579677  |         2 |        84
306243904302 | 78    | 778075       | TELSTRA C&C MRP MS WA (C6X)         | 25/06/13 09:28 | 990757   | Nothing Picked | 01233408   | 11730201   | 11   | A4488008  |         2 |         0
306243904800 | 50    | 038107       | COTS - HMAS BALLARAT                | 25/06/13 10:55 | 990636   | Nothing Picked | 07195109   | 03190201   | 03A  | A4549172  |         6 |        78
306243906402 | 19    | 018014       | R & A GARDNER P/L                   | 25/06/13 11:05 |      0   | Nothing Picked | 00196282   |            |      |           |         1 |         0
306243906402 | 19    | 018014       | R & A GARDNER P/L                   | 25/06/13 11:05 | 990706   | Nothing Picked | 06611008   | 15122904   | 15   | A4265184  |         1 |         0
306253907100 | 63    | BT4012       | BLACKWOODS - SMITHFIELD             | 25/06/13 05:30 |      0   | Part Picked    | 00052564   |            |      |           |        10 |        20
306253907800 | 99    | BT4009       | J BLACKWOOD & SON LTD - CANNINGVALE | 25/06/13 05:18 | 989386   | Part Picked    | 02929951   | 05670903   | 04   | A4621322  |        15 |        44
306253907800 | 99    | BT4009       | J BLACKWOOD & SON LTD - CANNINGVALE | 25/06/13 05:18 | 989396   | Part Picked    | 08173609   | 42701301   | 25   | A4675516  |         1 |        13
306253908000 | 99    | BT4001       | J BLACKWOOD & SON LTD - MELBOURNE   | 25/06/13 05:18 | 989404   | Nothing Picked | 04977809   | 46010116   | 01A  | A4701264  |         1 |         5
306253910100 | 17    | 029196       | QANTAS AIRWAYS LTD                  | 25/06/13 09:57 | 990239   | Nothing Picked | 01484141   | 07724801   | 07   | A4716969  |        30 |       162
306253910302 | 17    | 029196       | QANTAS AIRWAYS LTD                  | 25/06/13 13:05 |      0   | Nothing Picked | 04038255   |            |      |           |        52 |         0
306253910302 | 17    | 029196       | QANTAS AIRWAYS LTD                  | 25/06/13 13:05 | 991284   | Nothing Picked | 04038255   | 11232401   | 11   | A4701885  |        48 |         0J. BLACKWOOD & SON LIMITED           RE-ENTRY KEY/ PAGE ID ORDERS REPORT  - SORTED BY PICKING ORDER NUMBER.     TUESDAY, JUNE 25, 2013 14:06   PAGE   5
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 ORDER       |   ZONE   | CUSTOMER     | CUSTOMER                            |      LABEL     | RE-ENTRY |      STATUS    | PRODUCT    | ALLOCATED  | PICK | ALLOCATED |  ORDERED  |  AVAILBLE 
 NUMBER      |          | NUMBER       | NAME                                |  DATE    TIME  |   KEY    |                |            | LOCATION   | LINE | STOCK ID  |  QUANTITY |  QUANTITY
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
306253910600 | 04    | 271707       | DEMATIC PTY LTD                     | 25/06/13 10:00 | 990263   | Nothing Picked | 05270861   | 03220201   | 03A  | A4608790  |         2 |       112
306253910900 | 99    | BT4013       | J BLACKWOOD & SON LTD - TAMWORTH    | 25/06/13 07:36 | 991170   | Nothing Picked | 06488550   | 47040901   | 01A  | A4678035  |         2 |         0
306253910900 | 99    | BT4013       | J BLACKWOOD & SON LTD - TAMWORTH    | 25/06/13 07:36 | 991171   | Nothing Picked | 02094506   | 07510701   | 07   | A4715521  |      2720 |      1932
306253910900 | 99    | BT4013       | J BLACKWOOD & SON LTD - TAMWORTH    | 25/06/13 07:36 | 991172   | Nothing Picked | 07062300   | 12606301   | 12   | A4639965  |         1 |        11
306253910900 | 99    | BT4013       | J BLACKWOOD & SON LTD - TAMWORTH    | 25/06/13 07:36 | 991173   | Nothing Picked | 01482475   | 42290701   | 25   | A4709557  |         2 |       121
306253910900 | 99    | BT4013       | J BLACKWOOD & SON LTD - TAMWORTH    | 25/06/13 07:36 | 991174   | Nothing Picked | 05027553   | 42640701   | 25   | A4476802  |         1 |        22
306253910900 | 99    | BT4013       | J BLACKWOOD & SON LTD - TAMWORTH    | 25/06/13 07:36 | 991175   | Nothing Picked | 01315118   | 42691601   | 25   | A4698711  |         2 |         9
306253910900 | 99    | BT4013       | J BLACKWOOD & SON LTD - TAMWORTH    | 25/06/13 07:36 | 991176   | Nothing Picked | 09956329   | 42721001   | 25   | A4691318  |         1 |         0
306253910900 | 99    | BT4013       | J BLACKWOOD & SON LTD - TAMWORTH    | 25/06/13 07:36 | 991177   | Nothing Picked | 00432258   | 42721401   | 25   | A4686628  |        18 |        14
306253910900 | 99    | BT4013       | J BLACKWOOD & SON LTD - TAMWORTH    | 25/06/13 07:36 | 991178   | Nothing Picked | 04973918   | 49650102   | 26   | A4696647  |        36 |       150
306253914300 | 99    | BT5020       | J BLACKWOOD & SON LTD - ROCKHAMPTON | 25/06/13 08:10 | 991179   | Nothing Picked | 00551902   | 07684105   | 07   | A4563787  |         2 |         7
306253914600 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 08:10 | 991180   | Nothing Picked | 07243792   | 48600101   | 04   | A4659618  |         5 |       464
306253914600 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 08:10 | 991181   | Nothing Picked | 02339216   | 07635101   | 07   | A4496280  |        30 |        72
306253914700 | 99    | BT5501       | J BLACKWOOD & SON LTD - BUNDABERG   | 25/06/13 08:10 | 991182   | Nothing Picked | 00715632   | 07564402   | 07   | A4552050  |        16 |        42
306253916400 | 33    | 021020       | HALLIDAY ENGINEERING PTY LTD        | 25/06/13 08:28 | 991217   | Nothing Picked | 00659008   | 07692301   | 07   | A4391309  |        50 |        20
306253917700 | 11    | 011140       | A M M E S A PTY LTD                 | 25/06/13 08:39 | 991471   | Nothing Picked | 06755207   | 15116102   | 15   | A4648054  |         1 |         3
306253918500 | 06    | 083170       | DEPARTMENT DEFENCE-NAVY FIMA SYDNEY | 25/06/13 08:55 | 991414   | Nothing Picked | 06331266   | 41031101   | 35   | A4455930  |         1 |        32
306253919502 | 78    | 778075       | TELSTRA C&C MRP MS WA (C6X)         | 25/06/13 09:28 | 989945   | Nothing Picked | 01164762   | 17562802   | 17   | A4401339  |         2 |        41
306253919600 | 10    | 880017       | NSW DEPT OF INDUSTRY & INVESTMENT   | 25/06/13 08:55 | 989749   | Nothing Picked | 07243231   | 07700302   | 07   | A4659580  |         1 |         0
306253919602 | 10    | 880017       | NSW DEPT OF INDUSTRY & INVESTMENT   | 25/06/13 13:05 |      0   | Nothing Picked | 07243231   |            |      |           |        47 |         0
306253919602 | 10    | 880017       | NSW DEPT OF INDUSTRY & INVESTMENT   | 25/06/13 13:05 | 990707   | Nothing Picked | 07243231   | 07700302   | 07   | A4659580  |         1 |         0
306253921700 | 99    | BT4018       | BLACKWOODS - WOLLONGONG             | 25/06/13 09:09 | 991183   | Nothing Picked | 00510280   | 31530201   | 01   | A4723966  |        18 |        81
306253921700 | 99    | BT4018       | BLACKWOODS - WOLLONGONG             | 25/06/13 09:09 | 991184   | Nothing Picked | 00161402   | 07611401   | 07   | A4634717  |         4 |        22
306253921700 | 99    | BT4018       | BLACKWOODS - WOLLONGONG             | 25/06/13 09:09 | 991185   | Nothing Picked | 00448905   | 07614301   | 07   | A4530143  |         5 |        86
306253921700 | 99    | BT4018       | BLACKWOODS - WOLLONGONG             | 25/06/13 09:09 | 991186   | Nothing Picked | 00454757   | 42311501   | 25   | A4715611  |        42 |       254
306253921700 | 99    | BT4018       | BLACKWOODS - WOLLONGONG             | 25/06/13 09:09 | 991187   | Nothing Picked | 00364837   | 36680301   | 04B  | A4647779  |         2 |        29
306253921700 | 99    | BT4018       | BLACKWOODS - WOLLONGONG             | 25/06/13 09:09 | 991188   | Nothing Picked | 01311400   | EX9        | CONS | A4571428  |         4 |      3152
306253921800 | 99    | BT4018       | BLACKWOODS - WOLLONGONG             | 25/06/13 09:11 | 989820   | Nothing Picked | 03113234   | 61010301   | 02   | A4722997  |         6 |         5
306253921800 | 99    | BT4018       | BLACKWOODS - WOLLONGONG             | 25/06/13 09:11 | 989823   | Nothing Picked | 02418302   | 07593401   | 07   | A4511173  |        14 |         9
306253923900 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:28 | 989920   | Nothing Picked | 00121206   | 03250101   | 03A  | A4711742  |         2 |         8
306253923900 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:28 | 989922   | Nothing Picked | 00412708   | 07582201   | 07   | A4666290  |         3 |        32
306253923900 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:28 | 989928   | Nothing Picked | 00454757   | 42311501   | 25   | A4715611  |        30 |       254
306253924200 | 99    | BT4005       | J BLACKWOOD & SON LTD  - CANBERRA   | 25/06/13 09:28 | 989948   | Nothing Picked | 00584358   | 23230102   | 02   | A4723084  |         1 |        14
306253924300 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:29 | 989954   | Nothing Picked | 01904455   | 03300201   | 03A  | A4700474  |         3 |        27
306253924300 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:29 | 989959   | Nothing Picked | 01485453   | 42910301   | 25   | A4697086  |         3 |         1
306253924400 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:29 | 991189   | Nothing Picked | 02410655   | 47040601   | 01A  | A4634102  |         1 |        16
306253924400 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:29 | 991191   | Nothing Picked | 02094506   | 42631301   | 25   | A4608192  |      3087 |      1932
306253924600 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:42 | 990095   | Part Picked    | 04213160   |            |      |           |        22 |        39
306253924800 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:30 | 989985   | Nothing Picked | 05044414   | 07712801   | 07   | A4539616  |        12 |       271
306253924800 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:30 | 989991   | Nothing Picked | 04854799   | 42310601   | 25   | A4672563  |       800 |     33800
