J. BLACKWOOD & SON LIMITED           RE-ENTRY KEY/ PAGE ID ORDERS REPORT  - SORTED BY PICKING ORDER NUMBER.     TUESDAY, JUNE 25, 2013 14:06   PAGE   1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 ORDER       |   ZONE   | CUSTOMER     | CUSTOMER                            |      LABEL     | RE-ENTRY |      STATUS    | PRODUCT    | ALLOCATED  | PICK | ALLOCATED |  ORDERED  |  AVAILBLE 
 NUMBER      |          | NUMBER       | NAME                                |  DATE    TIME  |   KEY    |                |            | LOCATION   | LINE | STOCK ID  |  QUANTITY |  QUANTITY
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
306253924800 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:30 | 989992   | Nothing Picked | 04479909   | 71150201   | 34A  | A4705432  |         3 |       418
306253925400 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:42 | 990136   | Nothing Picked | 06750265   | 03280501   | 03A  | A4484828  |        24 |       325
306253925500 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:31 | 990011   | Nothing Picked | 07105102   | 47030701   | 01A  | A4315270  |         8 |         4
306253925500 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:31 | 990012   | Nothing Picked | 07288859   | 23070502   | 02   | A4711748  |         2 |         3
306253926600 | 26    | 277807       | *JBS SMITHFIELD PRE PAID CREDIT CAR | 25/06/13 09:50 | 990181   | Nothing Picked | 04157904   | 03080101   | 03A  | A4640151  |         2 |       414
306253926700 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:37 | 990044   | Nothing Picked | 07897289   | 03330401   | 03A  | A4629992  |         4 |       294
306253926700 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:37 | 990048   | Nothing Picked | 07805438   | 15715901   | 15   | A4660073  |         1 |         0
306253926800 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:37 | 990056   | Nothing Picked | 09836916   | 15595001   | 15   | A4680951  |         2 |        96
306253926800 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:37 | 990057   | Nothing Picked | 08449812   | 43390402   | 27   | A4707571  |       250 |      1030
306253926800 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 09:37 | 990060   | Nothing Picked | 09598814   | CLWH2      | CLWH | A4597247  |        48 |       755
306253926900 | 99    | BT5507       | J BLACKWOOD & SON LTD GLADSTONE     | 25/06/13 09:37 | 990061   | Nothing Picked | 07106208   | 47021201   | 01A  | A4521150  |         2 |         6
306253928500 | 80    | BT4012       | BLACKWOODS - SMITHFIELD             | 25/06/13 10:13 | 990430   | Nothing Picked | 00548930   | 03010401   | 03A  | A4612890  |        11 |       118
306253928500 | 80    | BT4012       | BLACKWOODS - SMITHFIELD             | 25/06/13 10:13 | 990442   | Nothing Picked | 00744940   | 43000000   | 26   | A4679180  |         9 |         0
306253928900 | 07    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 09:49 | 990169   | Nothing Picked | 04404766   | 71510201   | 34A  | A4623240  |        36 |       322
306253929200 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 09:49 | 990171   | Nothing Picked | 04973918   | 49650102   | 26   | A4696647  |        70 |       150
306253929300 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 10:31 | 990553   | Nothing Picked | 00343570   | 71590201   | 34A  | A4591226  |        12 |       648
306253929400 | 09    | 061495       | ROADS & MARITIME SERVICES - SYDNEY  | 25/06/13 09:50 | 990176   | Nothing Picked | 01722653   | 47011701   | 01A  | A4522301  |        12 |        12J. BLACKWOOD & SON LIMITED           RE-ENTRY KEY/ PAGE ID ORDERS REPORT  - SORTED BY PICKING ORDER NUMBER.     TUESDAY, JUNE 25, 2013 14:06   PAGE   6
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 ORDER       |   ZONE   | CUSTOMER     | CUSTOMER                            |      LABEL     | RE-ENTRY |      STATUS    | PRODUCT    | ALLOCATED  | PICK | ALLOCATED |  ORDERED  |  AVAILBLE 
 NUMBER      |          | NUMBER       | NAME                                |  DATE    TIME  |   KEY    |                |            | LOCATION   | LINE | STOCK ID  |  QUANTITY |  QUANTITY
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
306253929402 | 09    | 061495       | ROADS & MARITIME SERVICES - SYDNEY  | 25/06/13 13:53 | 991457   | Nothing Picked | 04252065   | PICKRECV   | RECV | A4725049  |         6 |         0
306253929500 | Q2    | 411184       | EASTERN AUSTRALIA AIRLINES PTY LTD  | 25/06/13 09:50 |      0   | Nothing Picked | 04263115   |            |      |           |         2 |         3
306253929700 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 10:31 | 990557   | Nothing Picked | 01455007   | 43170301   | 26   | A4709704  |        15 |       150
306253929700 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 10:31 | 990558   | Nothing Picked | 04479909   | 71110201   | 34A  | A4720409  |        24 |       418
306253929800 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 09:52 | 990200   | Nothing Picked | 01800562   | 15642702   | 15   | A4667026  |       100 |       200
306253930000 | 19    | 267552       | O-I AUSTRALIA - NATIONAL ACCOUNT    | 25/06/13 10:34 | 991361   | Nothing Picked | 00976028   | 51550401   | 04B  | A4692131  |        20 |       250
306253930000 | 19    | 267552       | O-I AUSTRALIA - NATIONAL ACCOUNT    | 25/06/13 10:34 | 991362   | Nothing Picked | 01523852   | 15672601   | 15   | A4685535  |         1 |         0
306253930000 | 19    | 267552       | O-I AUSTRALIA - NATIONAL ACCOUNT    | 25/06/13 10:34 | 991363   | Nothing Picked | 07738475   | 43190401   | 26   | A4704985  |         7 |        10
306253930502 | 04    | 028601       | ONESTEEL MARKET MILLS               | 25/06/13 11:26 | 990818   | Nothing Picked | 05133309   | 18084601   | 18   | A4709311  |         1 |         4
306253930701 | 14    | 037710       | PRYSMIAN POWER CAB & SYS AUSTRALIA  | 25/06/13 10:48 | 990615   | Nothing Picked | 04858709   | 07702103   | 07   | A4713171  |         1 |        13
306253930800 | 25    | BT4004       | BAKERS CONSTRUCTION - BLACKTOWN     | 25/06/13 09:51 | 990191   | Nothing Picked | 04772367   | 03150301   | 03A  | A4563772  |         1 |        14
306253932700 | 07    | 000875       | MITSUBISHI ELECTRIC AUSTRALIA PTY L | 25/06/13 10:09 | 990397   | Nothing Picked | 06739334   | 42130701   | 25   | A4711194  |        48 |      1713
306253932900 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 10:07 | 990380   | Nothing Picked | 00711409   | 07672801   | 07   | A4653910  |         1 |         0
306253933800 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 10:18 | 991364   | Nothing Picked | 04040105   | 16602601   | 16   | A4565505  |        20 |        71
306253933801 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 13:05 |      0   | Nothing Picked | 00387455   |            |      |           |        58 |         0
306253934300 | 33    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 10:21 | 990500   | Nothing Picked | 07845218   | 15636201   | 15   | A4668142  |         2 |       178
306253934300 | 33    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 10:21 | 990502   | Nothing Picked | 07085760   | 41831401   | 35   | A4708503  |         5 |       115
306253934600 | 99    | BT3529       | PROTECTOR ALSAFE (NSW)              | 25/06/13 10:13 | 990427   | Nothing Picked | 07281719   | 15733001   | 15   | A4440920  |         5 |       104
306253934700 | 99    | BT4017       | J BLACKWOOD & SON LTD - NEWCASTLE   | 25/06/13 10:15 |      0   | Part Picked    | 00100946   |            |      |           |        27 |        40
306253934703 | 99    | BT4017       | J BLACKWOOD & SON LTD - NEWCASTLE   | 25/06/13 11:05 |      0   | Nothing Picked | 00583856   |            |      |           |         1 |         0
306253934703 | 99    | BT4017       | J BLACKWOOD & SON LTD - NEWCASTLE   | 25/06/13 11:05 | 990710   | Nothing Picked | 04247908   | 16633801   | 16   | A4705337  |        69 |        62
306253935100 | 02    | 257095       | NATIONAL MEASUREMENT INSTITUTE      | 25/06/13 11:05 | 990711   | Nothing Picked | 05045316   | 15134301   | 15   | A4692082  |         1 |         4
306253935400 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 11:38 | 990862   | Nothing Picked | 07875018   | 03050301   | 03A  | A4649023  |        67 |        19
306253935400 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 11:38 | 990869   | Nothing Picked | 01294285   | 14235801   | 14   | A4670570  |         3 |        55
306253935400 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 11:38 | 990870   | Nothing Picked | 00354808   | 15093002   | 15   | A4706803  |       100 |      1189
306253937500 | 16    | 008148       | CALTEX REFINERIES (NSW) PTY LTD     | 25/06/13 10:26 |      0   | Nothing Picked | 03773402   |            |      |           |         2 |         9
306253938902 | 04    | 028601       | ONESTEEL MARKET MILLS               | 25/06/13 11:26 | 990820   | Nothing Picked | 07072701   | 19520802   | 19   | A4389585  |         3 |         4
306253939600 | 04    | 263118       | BLUESCOPE STEEL LTD                 | 25/06/13 10:38 | 990579   | Nothing Picked | 04129204   | 03030201   | 03A  | A4515301  |         6 |      1621
306253939702 | 78    | 778075       | TELSTRA C&C MRP MS WA (C6X)         | 25/06/13 11:04 | 990687   | Nothing Picked | 05446110   | 43520102   | 04   | A4710616  |         1 |         0
306253940300 | 30    | 007484       | DP WORLD SYDNEY - PORT BOTANY TERMI | 25/06/13 11:01 | 990676   | Part Picked    | 04159902   | 03070201   | 03A  | A4702942  |        27 |       350
306253940300 | 30    | 007484       | DP WORLD SYDNEY - PORT BOTANY TERMI | 25/06/13 11:01 | 990677   | Nothing Picked | 01132100   | 14076301   | 14   | A4692910  |         6 |        21
306253940300 | 30    | 007484       | DP WORLD SYDNEY - PORT BOTANY TERMI | 25/06/13 11:01 | 990678   | Nothing Picked | 02404158   | 15172301   | 15   | A4700933  |         6 |         6
306253940300 | 30    | 007484       | DP WORLD SYDNEY - PORT BOTANY TERMI | 25/06/13 11:01 | 990680   | Nothing Picked | 04159805   | 42691001   | 25   | A4696922  |        40 |       471
306253940600 | 25    | BT4004       | BAKERS CONSTRUCTION - BLACKTOWN     | 25/06/13 10:44 |      0   | Nothing Picked | 06845201   |            |      |           |         2 |         2
306253940700 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 10:44 | 990597   | Nothing Picked | 03464947   | 23210101   | 02   | A4711886  |         1 |         4
306253940900 | 04    | 054363       | RONDO BUILDING SERVICES PTY LTD     | 25/06/13 10:48 | 990617   | Nothing Picked | 06330960   | 03180401   | 03A  | A4718918  |        20 |        40
306253942800 | 03    | 262269       | ROTEQ AUSTRALIA P/L                 | 25/06/13 10:56 | 990657   | Nothing Picked | 00700978   | 15602902   | 15   | A4675119  |         1 |         1
306253942900 | 03    | 259777       | CSR BUILDING PRODUCTS LTD-BLACKWOOD | 25/06/13 10:56 | 990665   | Nothing Picked | 04035408   | 16062501   | 16   | A4642350  |         1 |        12
306253944900 | 99    | BT4019       | J BLACKWOOD & SON LTD - ORANGE      | 25/06/13 11:07 | 990720   | Nothing Picked | 06704450   | 16165001   | 16   | A4626777  |         2 |         2
306253944900 | 99    | BT4019       | J BLACKWOOD & SON LTD - ORANGE      | 25/06/13 11:07 | 990721   | Nothing Picked | 01314517   | 71020201   | 34A  | A4545974  |         6 |       131
306253945200 | 06    | 098189       | NORTH SHORE PRIVATE HOSPITAL        | 25/06/13 11:08 | 990730   | Nothing Picked | 06017208   | 14674901   | 14   | A4717931  |         2 |        89
306253945300 | 07    | 042589       | A NOBLE & SON (NSW) P/L             | 25/06/13 11:12 | 990741   | Nothing Picked | 00245429   | 23100301   | 02   | A4690930  |        10 |         0
306253945700 | 99    | BT4018       | BLACKWOODS - WOLLONGONG             | 25/06/13 11:13 | 990747   | Nothing Picked | 00195058   | 16555203   | 16   | A4722800  |         1 |         2
306253946600 | 99    | BT5548       | J BLACKWOOD & SON LTD WHYALLA       | 25/06/13 11:19 | 990765   | Nothing Picked | 03296109   | 14012201   | 14   | A4643723  |         6 |       100
306253946600 | 99    | BT5548       | J BLACKWOOD & SON LTD WHYALLA       | 25/06/13 11:19 | 990766   | Nothing Picked | 01032451   | 15662104   | 15   | A4515773  |        30 |       130
306253946700 | 07    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 11:19 | 990768   | Nothing Picked | 04772367   | 03150301   | 03A  | A4563772  |         1 |        14
306253947300 | 30    | 098738       | QENOS PTY LTD                       | 25/06/13 11:19 | 990775   | Nothing Picked | 04788754   | 43440701   | 27   | A4344364  |       100 |        85
306253947400 | 23    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:18 | 990992   | Nothing Picked | 00955391   | 49700101   | 04   | A4666656  |         8 |       666
306253947400 | 23    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:18 | 990993   | Nothing Picked | 04334755   | 41831001   | 35   | A4707667  |         3 |        99
306253947600 | 23    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:18 | 990994   | Nothing Picked | 08430290   | 47310201   | 01A  | A4700708  |         2 |        17
306253947600 | 23    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:18 | 990995   | Nothing Picked | 01465934   | 43210401   | 26   | A4696678  |         6 |       292
306253948200 | 12    | 259511       | LIQUIP INTERNATIONAL P/L            | 25/06/13 11:26 | 990815   | Nothing Picked | 00910469   | 14621101   | 14   | A4446752  |         6 |        11
306253948500 | 99    | BT4001       | J BLACKWOOD & SON LTD - MELBOURNE   | 25/06/13 11:25 | 990803   | Nothing Picked | 06669889   | 36250101   | 04   | A4686690  |         4 |         3
306253948500 | 99    | BT4001       | J BLACKWOOD & SON LTD - MELBOURNE   | 25/06/13 11:25 | 990804   | Nothing Picked | 00423807   | 07581201   | 07   | A4525122  |        50 |      2217
306253948500 | 99    | BT4001       | J BLACKWOOD & SON LTD - MELBOURNE   | 25/06/13 11:25 | 990807   | Nothing Picked | 06615217   | 19175201   | 19   | A4684326  |         4 |        58
306253948500 | 99    | BT4001       | J BLACKWOOD & SON LTD - MELBOURNE   | 25/06/13 11:25 | 990809   | Nothing Picked | 07762419   | CLWH2      | CLWH | A4363279  |       127 |      2051
306253948800 | 23    | 074615       | MAGNETITE SYDNEY & GREATER AREA PTY | 25/06/13 11:32 | 990833   | Nothing Picked | 03261613   | 03260201   | 03A  | A4586974  |         1 |        57J. BLACKWOOD & SON LIMITED           RE-ENTRY KEY/ PAGE ID ORDERS REPORT  - SORTED BY PICKING ORDER NUMBER.     TUESDAY, JUNE 25, 2013 14:06   PAGE   7
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 ORDER       |   ZONE   | CUSTOMER     | CUSTOMER                            |      LABEL     | RE-ENTRY |      STATUS    | PRODUCT    | ALLOCATED  | PICK | ALLOCATED |  ORDERED  |  AVAILBLE 
 NUMBER      |          | NUMBER       | NAME                                |  DATE    TIME  |   KEY    |                |            | LOCATION   | LINE | STOCK ID  |  QUANTITY |  QUANTITY
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
306253949000 | 99    | BT4009       | J BLACKWOOD & SON LTD - CANNINGVALE | 25/06/13 11:31 |      0   | Nothing Picked | 03770148   |            |      |           |         1 |         2
306253949100 | 86    | BT5536       | BLACKWOODS - TUGGERAH               | 25/06/13 11:31 | 990830   | Nothing Picked | 07116706   | 14024103   | 14   | A4721856  |         2 |         4
306253949100 | 86    | BT5536       | BLACKWOODS - TUGGERAH               | 25/06/13 11:31 | 990831   | Nothing Picked | 07115901   | 16630801   | 16   | A4561811  |         2 |         1
306253949600 | 01    | 270727       | RURAL PRESS PRINTING                | 25/06/13 11:37 | 990841   | Nothing Picked | 02093206   | 07581701   | 07   | A4718884  |        50 |      3180
306253949900 | 14    | 030047       | ABB AUSTRALIA PTY LTD               | 25/06/13 11:38 | 990878   | Nothing Picked | 02221652   | 15035801   | 15   | A4688543  |         1 |        12
306253950202 | 04    | 028601       | ONESTEEL MARKET MILLS               | 25/06/13 13:01 | 991252   | Nothing Picked | 04117849   | 08013802   | 08   | A4690490  |         1 |        32
306253950300 | 16    | 278138       | AUSGRID - FASTENERS CONTRACT        | 25/06/13 11:44 | 990892   | Nothing Picked | 00030203   | 10225202   | 10   | A4615246  |       200 |         7
306253950300 | 16    | 278138       | AUSGRID - FASTENERS CONTRACT        | 25/06/13 11:44 | 990894   | Nothing Picked | 02559902   | 16584001   | 16   | A4699004  |       500 |      2344
306253950300 | 16    | 278138       | AUSGRID - FASTENERS CONTRACT        | 25/06/13 11:44 | 990895   | Nothing Picked | 02750158   | 41630201   | 35   | A4591848  |       200 |      2729
306253950600 | 18    | 421111       | TURBOMECA AUSTRALASIA PTY LTD       | 25/06/13 11:43 |      0   | Nothing Picked | 03870606   |            |      |           |         1 |        26
306253950700 | 63    | 880481       | KEMPSEY SHIRE COUNCIL               | 25/06/13 11:44 | 990887   | Nothing Picked | 01158809   | 12152801   | 12   | A4584159  |        20 |        26
306253950700 | 63    | 880481       | KEMPSEY SHIRE COUNCIL               | 25/06/13 11:44 | 990888   | Nothing Picked | 00310981   | 16216201   | 16   | A4700229  |        10 |        13
306253950700 | 63    | 880481       | KEMPSEY SHIRE COUNCIL               | 25/06/13 11:44 | 990889   | Nothing Picked | 04487904   | 42581201   | 25   | A4723629  |       288 |      1132
306253951200 | 16    | 278138       | AUSGRID - FASTENERS CONTRACT        | 25/06/13 11:50 | 990906   | Nothing Picked | 00026903   | 10221402   | 10   | A4629794  |       200 |       564
306253951200 | 16    | 278138       | AUSGRID - FASTENERS CONTRACT        | 25/06/13 11:50 | 990907   | Nothing Picked | 02560001   | 16135801   | 16   | A4279037  |       500 |      2960
306253951200 | 16    | 278138       | AUSGRID - FASTENERS CONTRACT        | 25/06/13 11:50 | 990908   | Nothing Picked | 02750255   | 17151802   | 17   | A4714741  |       200 |      1521
306253951200 | 16    | 278138       | AUSGRID - FASTENERS CONTRACT        | 25/06/13 11:50 | 990909   | Nothing Picked | 01068300   | 41911201   | 35   | A4559632  |       200 |      1927
306253951600 | 03    | 881170       | STA - GENERAL MONA VALE             | 25/06/13 11:52 | 991365   | Nothing Picked | 03381732   | 03190501   | 03A  | A4636899  |         2 |      1427
306253951600 | 03    | 881170       | STA - GENERAL MONA VALE             | 25/06/13 11:52 | 991366   | Nothing Picked | 06845873   | 08641201   | 08   | A4685255  |         2 |       145
306253951600 | 03    | 881170       | STA - GENERAL MONA VALE             | 25/06/13 11:52 | 991367   | Nothing Picked | 03584015   | 18711002   | 18   | A4701007  |        28 |       757
306253951600 | 03    | 881170       | STA - GENERAL MONA VALE             | 25/06/13 11:52 | 991368   | Nothing Picked | 04454704   | 42380201   | 25   | A4621274  |         2 |       413
306253951700 | 99    | BT5548       | J BLACKWOOD & SON LTD WHYALLA       | 25/06/13 11:50 | 990900   | Nothing Picked | 04035602   | 16062301   | 16   | A4632967  |         2 |         3
306253951800 | 99    | BT3077       | ATKINS CARLYLE KUNUNURRA            | 25/06/13 11:50 | 990901   | Nothing Picked | 05507906   | 17543901   | 17   | A4012439  |         2 |         0
306253951900 | 10    | 008694       | ORIGIN ENERGY SERVICES              | 25/06/13 11:50 | 990903   | Nothing Picked | 02736664   | 12052501   | 12   | A4306082  |        30 |       401
306253952000 | 99    | BT4019       | J BLACKWOOD & SON LTD - ORANGE      | 25/06/13 11:50 |      0   | Nothing Picked | 00449108   |            |      |           |         1 |        45
306253952100 | 16    | 278138       | AUSGRID - FASTENERS CONTRACT        | 25/06/13 11:52 | 990915   | Nothing Picked | 02894308   | 12681401   | 12   | A4635124  |       100 |       490
306253952500 | 63    | 900074       | JBS COFFS HARBOUR - COD ACCOUNT     | 25/06/13 11:58 | 990928   | Nothing Picked | 04545853   | 12202002   | 12   | A4567013  |         1 |         7
306253952800 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 11:56 | 990919   | Nothing Picked | 06488567   | 46020103   | 01A  | A4697446  |         4 |        11
306253952800 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 11:56 | 990920   | Nothing Picked | 06530115   | 36760401   | 04B  | A4711953  |        12 |      1296
306253952800 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 11:56 | 990922   | Nothing Picked | 06768574   | 14024202   | 14   | A4615793  |         2 |         2
306253952800 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 11:56 | 990923   | Nothing Picked | 06768166   | 20522506   | 20   | A4717972  |         2 |        10
306253952800 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 11:56 | 990924   | Nothing Picked | 06495792   | 41331001   | 35   | A4696535  |        36 |       579
306253953000 | 99    | BT4018       | BLACKWOODS - WOLLONGONG             | 25/06/13 11:56 | 990926   | Nothing Picked | 08323912   | 10022801   | 10   | A4677004  |        10 |        84
306253953100 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 11:56 | 990927   | Nothing Picked | 02913518   | 11671002   | 11   | A4698675  |        30 |        22
306253953200 | 00    | 060667       | TIEMAN ENGINEERING PTY LTD          | 25/06/13 12:26 | 991199   | Nothing Picked | 02094506   | 07510701   | 07   | A4715521  |        50 |      1932
306253953200 | 00    | 060667       | TIEMAN ENGINEERING PTY LTD          | 25/06/13 12:26 | 991200   | Nothing Picked | 02938219   | 70130101   | 34   | A4641144  |         2 |       162
306253953200 | 00    | 060667       | TIEMAN ENGINEERING PTY LTD          | 25/06/13 12:26 | 991201   | Nothing Picked | 06274384   | 70170502   | 34   | A4692892  |         1 |        24
306253953701 | 63    | 883089       | NSW DEPARTMENT OF EDUCATION & TRAIN | 25/06/13 12:01 | 990932   | Nothing Picked | 06183094   | 15635102   | 15   | A4721600  |         1 |         5
306253954300 | 99    | BT3531       | PROTECTOR ALSAFE - ALTONA           | 25/06/13 12:06 | 990968   | Nothing Picked | 02904916   | 49060301   | 04B  | A4543655  |         4 |        64
306253954300 | 99    | BT3531       | PROTECTOR ALSAFE - ALTONA           | 25/06/13 12:06 | 990969   | Nothing Picked | 02904916   | 19586101   | 19   | A4712192  |        20 |        64
306253954400 | LS    | BT5516       | J BLACKWOOD & SON LTD - LISMORE     | 25/06/13 12:06 | 990970   | Nothing Picked | 01714658   | 17216001   | 17   | A4639194  |         1 |         0
306253954500 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 12:06 | 990971   | Nothing Picked | 04099999   | 10736101   | 10   | A4629558  |        10 |        27
306253954600 | 99    | BT4018       | BLACKWOODS - WOLLONGONG             | 25/06/13 12:07 | 990972   | Nothing Picked | 04763465   | 36780301   | 04A  | A4710435  |         1 |         7
306253954700 | 99    | BT4019       | J BLACKWOOD & SON LTD - ORANGE      | 25/06/13 12:07 | 990973   | Nothing Picked | 04872014   | 12045605   | 12   | A4717437  |         2 |        15
306253954700 | 99    | BT4019       | J BLACKWOOD & SON LTD - ORANGE      | 25/06/13 12:07 | 990974   | Nothing Picked | 00777580   | 17035201   | 17   | A4643901  |         2 |         2
306253954900 | 16    | 278483       | ACE GUTTERS COIL COATERS PTY LTD    | 25/06/13 12:20 | 991005   | Nothing Picked | 00675631   | 48120301   | 04A  | A4721966  |         4 |         0
306253955200 | 25    | 098506       | THE L.S. STARRETT CO OF AUST. PTY L | 25/06/13 12:13 | 990982   | Nothing Picked | 04724865   | 10645401   | 10   | A4656124  |        85 |        18
306253955400 | 07    | 000232       | ARC                                 | 25/06/13 12:13 | 990983   | Nothing Picked | 06750316   | 38110301   | 04A  | A4593946  |        10 |       805
306253955400 | 07    | 000232       | ARC                                 | 25/06/13 12:13 | 990984   | Nothing Picked | 07346965   | 17580101   | 17   | A4647301  |        10 |       503
306253955600 | 86    | BT5536       | BLACKWOODS - TUGGERAH               | 25/06/13 12:12 | 990979   | Nothing Picked | 06790164   | 03250501   | 03A  | A4621751  |         2 |       168
306253955800 | 19    | 099011       | CRANE ENFIELD METALS PTY LTD        | 25/06/13 12:23 | 991008   | Nothing Picked | 06575726   | 03170301   | 03A  | A4709871  |         5 |       141
306253955800 | 19    | 099011       | CRANE ENFIELD METALS PTY LTD        | 25/06/13 12:23 | 991010   | Nothing Picked | 08349404   | 14132802   | 14   | A4615784  |         1 |        23
306253955800 | 19    | 099011       | CRANE ENFIELD METALS PTY LTD        | 25/06/13 12:23 | 991011   | Nothing Picked | 00665915   | 15736201   | 15   | A4680453  |         2 |        49
306253956100 | 07    | 099287       | JACON TECHNOLOGIES PTY LTD          | 25/06/13 12:17 | 990987   | Nothing Picked | 04336911   | 16036202   | 16   | A4676894  |         4 |        10
306253956100 | 07    | 099287       | JACON TECHNOLOGIES PTY LTD          | 25/06/13 12:17 | 990988   | Nothing Picked | 04336928   | 41590801   | 35   | A4685261  |         3 |         8
306253956300 | 02    | 069322       | THE WRIGLEY COMPANY PTY LIMITED     | 25/06/13 12:27 | 991054   | Nothing Picked | 00561578   | 49570101   | 04   | A4715623  |        10 |       824
306253956300 | 02    | 069322       | THE WRIGLEY COMPANY PTY LIMITED     | 25/06/13 12:27 | 991055   | Nothing Picked | 01166190   | 22510601   | 04A  | A4674854  |         1 |         2
306253956300 | 02    | 069322       | THE WRIGLEY COMPANY PTY LIMITED     | 25/06/13 12:27 | 991058   | Nothing Picked | 00331585   | 11554001   | 11   | A4367935  |       100 |       433
306253956300 | 02    | 069322       | THE WRIGLEY COMPANY PTY LIMITED     | 25/06/13 12:27 | 991059   | Nothing Picked | 03755501   | 12695602   | 12   | A4585673  |       400 |      1176
306253956300 | 02    | 069322       | THE WRIGLEY COMPANY PTY LIMITED     | 25/06/13 12:27 | 991061   | Nothing Picked | 01808900   | 14521101   | 14   | A4562983  |        71 |         0
306253956300 | 02    | 069322       | THE WRIGLEY COMPANY PTY LIMITED     | 25/06/13 12:27 | 991062   | Nothing Picked | 02482202   | 16526003   | 16   | A4340964  |       400 |       601J. BLACKWOOD & SON LIMITED           RE-ENTRY KEY/ PAGE ID ORDERS REPORT  - SORTED BY PICKING ORDER NUMBER.     TUESDAY, JUNE 25, 2013 14:06   PAGE   8
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 ORDER       |   ZONE   | CUSTOMER     | CUSTOMER                            |      LABEL     | RE-ENTRY |      STATUS    | PRODUCT    | ALLOCATED  | PICK | ALLOCATED |  ORDERED  |  AVAILBLE 
 NUMBER      |          | NUMBER       | NAME                                |  DATE    TIME  |   KEY    |                |            | LOCATION   | LINE | STOCK ID  |  QUANTITY |  QUANTITY
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
306253956400 | 99    | BT4011       | BLACKWOODS - DARWIN                 | 25/06/13 12:19 |      0   | Nothing Picked | 00966348   |            |      |           |         4 |        11
306253956500 | 19    | BT4004       | BAKERS CONSTRUCTION - BLACKTOWN     | 25/06/13 12:19 | 991004   | Nothing Picked | 02294513   | 15573501   | 15   | A4706116  |         1 |        24
306253956600 | 99    | BT4020       | J BLACKWOOD & SON LTD  - LAUNCESTON | 25/06/13 12:19 | 991002   | Nothing Picked | 01291905   | 13183602   | 13   | A4587919  |         8 |         0
